lane,reason,player1_name,player2_name,player1_normalized,player2_normalized,capture_date_first,capture_date_last,snapshot_count,source_files,details
Challenger,unscorable_result,Botic Van De Zandschulp,Quentin Halys,botic van de zandschulp,quentin halys,2026-05-13,2026-05-15,41,pinnacle-history-20260513-155914.csv|pinnacle-history-20260513-160012.csv|pinnacle-history-20260513-162811.csv|pinnacle-history-20260513-163213.csv|pinnacle-history-20260513-170153.csv|pinnacle-history-20260513-173154.csv|pinnacle-history-20260513-183245.csv|pinnacle-history-20260513-190549.csv|pinnacle-history-20260513-192743.csv|pinnacle-history-20260513-195810.csv|pinnacle-history-20260513-200048.csv|pinnacle-history-20260513-202933.csv|pinnacle-history-20260513-203501.csv|pinnacle-history-20260513-210637.csv|pinnacle-history-20260513-213633.csv|pinnacle-history-20260513-223417.csv|pinnacle-history-20260513-230329.csv|pinnacle-history-20260513-232843.csv|pinnacle-history-20260514-000026.csv|pinnacle-history-20260514-090754.csv|pinnacle-history-20260514-093837.csv|pinnacle-history-20260514-100836.csv|pinnacle-history-20260514-103857.csv|pinnacle-history-20260514-110856.csv|pinnacle-history-20260514-113914.csv|pinnacle-history-20260514-121108.csv|pinnacle-history-20260514-124117.csv|pinnacle-history-20260514-130923.csv|pinnacle-history-20260514-133849.csv|pinnacle-history-20260514-140903.csv|pinnacle-history-20260514-143907.csv|pinnacle-history-20260514-233859.csv|pinnacle-history-20260515-001101.csv|pinnacle-history-20260515-093057.csv|pinnacle-history-20260515-093954.csv|pinnacle-history-20260515-095435.csv|pinnacle-history-20260515-100919.csv|pinnacle-history-20260515-102252.csv|pinnacle-history-20260515-104706.csv|pinnacle-history-20260515-105555.csv|pinnacle-history-20260515-110925.csv,6-1 2-0 ret.
Challenger,unscorable_result,Braden Shick,Strong Kirchheimer,braden shick,strong kirchheimer,2026-04-19,2026-04-19,8,pinnacle-history-20260419-112120.csv|pinnacle-history-20260419-115123.csv|pinnacle-history-20260419-122127.csv|pinnacle-history-20260419-123254.csv|pinnacle-history-20260419-125136.csv|pinnacle-history-20260419-132151.csv|pinnacle-history-20260419-135139.csv|pinnacle-history-20260419-142146.csv,7-6(5) 1-6 6-2
Challenger,unscorable_result,Breno Braga,Joao Vitor Scramin Do Lago,breno braga,joao vitor scramin do lago,2026-03-22,2026-03-22,1,pinnacle-history-20260322-110941.csv,1-6 6-4 7-6(9)
Challenger,unscorable_result,Bu Yunchaokete,Otto Virtanen,bu yunchaokete,otto virtanen,2026-06-07,2026-06-07,7,pinnacle-history-20260607-125632.csv|pinnacle-history-20260607-131013.csv|pinnacle-history-20260607-132630.csv|pinnacle-history-20260607-134007.csv|pinnacle-history-20260607-135653.csv|pinnacle-history-20260607-141032.csv|pinnacle-history-20260607-144010.csv,2-6 7-6(3) 6-3
Challenger,unscorable_result,Buvaysar Gadamauri,Alvaro Guillen Meza,buvaysar gadamauri,alvaro guillen meza,2026-07-19,2026-07-20,27,pinnacle-history-20260719-180507.csv|pinnacle-history-20260719-183507.csv|pinnacle-history-20260719-190506.csv|pinnacle-history-20260719-193509.csv|pinnacle-history-20260719-200506.csv|pinnacle-history-20260719-203507.csv|pinnacle-history-20260719-210507.csv|pinnacle-history-20260719-213711.csv|pinnacle-history-20260719-220507.csv|pinnacle-history-20260719-223508.csv|pinnacle-history-20260720-085804.csv|pinnacle-history-20260720-090507.csv|pinnacle-history-20260720-091224.csv|pinnacle-history-20260720-093637.csv|pinnacle-history-20260720-095906.csv|pinnacle-history-20260720-100542.csv|pinnacle-history-20260720-102946.csv|pinnacle-history-20260720-103607.csv|pinnacle-history-20260720-105910.csv|pinnacle-history-20260720-113034.csv|pinnacle-history-20260720-115843.csv|pinnacle-history-20260720-122839.csv|pinnacle-history-20260720-125939.csv|pinnacle-history-20260720-133745.csv|pinnacle-history-20260720-135957.csv|pinnacle-history-20260720-143159.csv|pinnacle-history-20260720-150004.csv,5-2 ret.
Challenger,unscorable_result,Buvaysar Gadamauri,Tommaso Compagnucci,buvaysar gadamauri,tommaso compagnucci,2026-05-21,2026-05-22,20,pinnacle-history-20260521-174315.csv|pinnacle-history-20260521-181302.csv|pinnacle-history-20260521-184452.csv|pinnacle-history-20260521-191425.csv|pinnacle-history-20260521-195012.csv|pinnacle-history-20260521-201356.csv|pinnacle-history-20260521-204326.csv|pinnacle-history-20260521-211313.csv|pinnacle-history-20260521-214305.csv|pinnacle-history-20260521-221304.csv|pinnacle-history-20260521-224309.csv|pinnacle-history-20260521-230219.csv|pinnacle-history-20260521-231308.csv|pinnacle-history-20260521-234257.csv|pinnacle-history-20260522-001340.csv|pinnacle-history-20260522-091257.csv|pinnacle-history-20260522-092730.csv|pinnacle-history-20260522-094758.csv|pinnacle-history-20260522-102401.csv|pinnacle-history-20260522-104907.csv,3-6 6-4 7-6(12)
Challenger,unscorable_result,Carlo Alberto Caniato,Lorenzo Carboni,carlo alberto caniato,lorenzo carboni,2026-05-19,2026-05-20,15,pinnacle-history-20260519-234143.csv|pinnacle-history-20260520-000713.csv|pinnacle-history-20260520-004117.csv|pinnacle-history-20260520-093825.csv|pinnacle-history-20260520-094857.csv|pinnacle-history-20260520-101901.csv|pinnacle-history-20260520-104858.csv|pinnacle-history-20260520-111912.csv|pinnacle-history-20260520-114857.csv|pinnacle-history-20260520-121900.csv|pinnacle-history-20260520-124859.csv|pinnacle-history-20260520-131902.csv|pinnacle-history-20260520-134859.csv|pinnacle-history-20260520-141858.csv|pinnacle-history-20260520-144859.csv,7-6(5) 2-6 6-4
Challenger,unscorable_result,Carlos Sanchez Jover,Alejandro Moro Canas,carlos sanchez jover,alejandro moro canas,2026-06-14,2026-06-15,34,pinnacle-history-20260614-222051.csv|pinnacle-history-20260614-225050.csv|pinnacle-history-20260614-232052.csv|pinnacle-history-20260615-084328.csv|pinnacle-history-20260615-085049.csv|pinnacle-history-20260615-091028.csv|pinnacle-history-20260615-091325.csv|pinnacle-history-20260615-092052.csv|pinnacle-history-20260615-094327.csv|pinnacle-history-20260615-095050.csv|pinnacle-history-20260615-101329.csv|pinnacle-history-20260615-102055.csv|pinnacle-history-20260615-104328.csv|pinnacle-history-20260615-105050.csv|pinnacle-history-20260615-111333.csv|pinnacle-history-20260615-112049.csv|pinnacle-history-20260615-114325.csv|pinnacle-history-20260615-115054.csv|pinnacle-history-20260615-121323.csv|pinnacle-history-20260615-124330.csv|pinnacle-history-20260615-125050.csv|pinnacle-history-20260615-131325.csv|pinnacle-history-20260615-132053.csv|pinnacle-history-20260615-134325.csv|pinnacle-history-20260615-135048.csv|pinnacle-history-20260615-141324.csv|pinnacle-history-20260615-142047.csv|pinnacle-history-20260615-144327.csv|pinnacle-history-20260615-145051.csv|pinnacle-history-20260615-151324.csv|pinnacle-history-20260615-152050.csv|pinnacle-history-20260615-154330.csv|pinnacle-history-20260615-155050.csv|pinnacle-history-20260615-161325.csv,1-6 7-6(2) 6-4
Challenger,unscorable_result,Chris Rodesch,Ilya Ivashka,chris rodesch,ilya ivashka,2026-07-19,2026-07-19,27,pinnacle-history-20260719-092316.csv|pinnacle-history-20260719-093510.csv|pinnacle-history-20260719-094505.csv|pinnacle-history-20260719-100511.csv|pinnacle-history-20260719-101506.csv|pinnacle-history-20260719-103509.csv|pinnacle-history-20260719-104506.csv|pinnacle-history-20260719-110512.csv|pinnacle-history-20260719-113541.csv|pinnacle-history-20260719-120535.csv|pinnacle-history-20260719-123510.csv|pinnacle-history-20260719-130512.csv|pinnacle-history-20260719-133512.csv|pinnacle-history-20260719-140515.csv|pinnacle-history-20260719-143508.csv|pinnacle-history-20260719-150508.csv|pinnacle-history-20260719-153510.csv|pinnacle-history-20260719-160508.csv|pinnacle-history-20260719-163504.csv|pinnacle-history-20260719-170505.csv|pinnacle-history-20260719-173506.csv|pinnacle-history-20260719-180507.csv|pinnacle-history-20260719-183507.csv|pinnacle-history-20260719-190506.csv|pinnacle-history-20260719-193509.csv|pinnacle-history-20260719-200506.csv|pinnacle-history-20260719-203507.csv,6-4 2-6 7-6(5)
Challenger,unscorable_result,Christian Langmo,Strong Kirchheimer,christian langmo,strong kirchheimer,2026-04-06,2026-04-06,9,pinnacle-history-20260406-080012.csv|pinnacle-history-20260406-083013.csv|pinnacle-history-20260406-090020.csv|pinnacle-history-20260406-091548.csv|pinnacle-history-20260406-093022.csv|pinnacle-history-20260406-100025.csv|pinnacle-history-20260406-103021.csv|pinnacle-history-20260406-110020.csv|pinnacle-history-20260406-113015.csv,7-6(3) 3-6 7-6(5)
Challenger,unscorable_result,Clement Tabur,Geoffrey Blancaneaux,clement tabur,geoffrey blancaneaux,2026-05-11,2026-05-11,8,pinnacle-history-20260511-085914.csv|pinnacle-history-20260511-090108.csv|pinnacle-history-20260511-100151.csv|pinnacle-history-20260511-130629.csv|pinnacle-history-20260511-132957.csv|pinnacle-history-20260511-133925.csv|pinnacle-history-20260511-140317.csv|pinnacle-history-20260511-144035.csv,7-6(4) 1-6 6-4
Challenger,unscorable_result,Clement Tabur,Stefanos Sakellaridis,clement tabur,stefanos sakellaridis,2026-06-16,2026-06-17,19,pinnacle-history-20260616-224738.csv|pinnacle-history-20260616-231737.csv|pinnacle-history-20260616-234737.csv|pinnacle-history-20260617-090059.csv|pinnacle-history-20260617-092242.csv|pinnacle-history-20260617-093049.csv|pinnacle-history-20260617-094744.csv|pinnacle-history-20260617-100125.csv|pinnacle-history-20260617-101740.csv|pinnacle-history-20260617-103044.csv|pinnacle-history-20260617-104741.csv|pinnacle-history-20260617-110047.csv|pinnacle-history-20260617-111742.csv|pinnacle-history-20260617-113050.csv|pinnacle-history-20260617-114739.csv|pinnacle-history-20260617-120045.csv|pinnacle-history-20260617-121739.csv|pinnacle-history-20260617-123059.csv|pinnacle-history-20260617-124739.csv,1-6 7-6(10) 6-3
Challenger,unscorable_result,Courtney John Lock,Iiro Vasa,courtney john lock,iiro vasa,2026-05-05,2026-05-05,14,pinnacle-history-20260505-093249.csv|pinnacle-history-20260505-100249.csv|pinnacle-history-20260505-103242.csv|pinnacle-history-20260505-110246.csv|pinnacle-history-20260505-113248.csv|pinnacle-history-20260505-120249.csv|pinnacle-history-20260505-123240.csv|pinnacle-history-20260505-130247.csv|pinnacle-history-20260505-133308.csv|pinnacle-history-20260505-140254.csv|pinnacle-history-20260505-143253.csv|pinnacle-history-20260505-150241.csv|pinnacle-history-20260505-153242.csv|pinnacle-history-20260505-160243.csv,6-1 1-0 ret.
Challenger,unscorable_result,Cristian Felipe Sanchez Rojas,Natan Rodrigues,cristian felipe sanchez rojas,natan rodrigues,2026-07-05,2026-07-05,1,pinnacle-history-20260705-091423.csv,4-1 ret.
Challenger,unscorable_result,Cristian Garin,Nuno Borges,cristian garin,nuno borges,2026-04-29,2026-04-30,12,pinnacle-history-20260429-170236.csv|pinnacle-history-20260429-172746.csv|pinnacle-history-20260429-175101.csv|pinnacle-history-20260429-183234.csv|pinnacle-history-20260429-190236.csv|pinnacle-history-20260429-193235.csv|pinnacle-history-20260429-200234.csv|pinnacle-history-20260429-203233.csv|pinnacle-history-20260429-210232.csv|pinnacle-history-20260430-085742.csv|pinnacle-history-20260430-090232.csv|pinnacle-history-20260430-090858.csv,6-4 3-6 7-6(6)
Challenger,unscorable_result,Dali Blanch,Mickael Kaouk,dali blanch,mickael kaouk,2026-06-29,2026-06-29,1,pinnacle-history-20260629-091445.csv,7-5 3-6 7-6(3)
Challenger,unscorable_result,Dali Blanch,Raul Brancaccio,dali blanch,raul brancaccio,2026-04-04,2026-04-04,9,pinnacle-history-20260404-080016.csv|pinnacle-history-20260404-090132.csv|pinnacle-history-20260404-093018.csv|pinnacle-history-20260404-100813.csv|pinnacle-history-20260404-103041.csv|pinnacle-history-20260404-110021.csv|pinnacle-history-20260404-113033.csv|pinnacle-history-20260404-120025.csv|pinnacle-history-20260404-123040.csv,6-3 0-6 7-6(2)
Challenger,unscorable_result,Dalibor Svrcina,Tristan Boyer,dalibor svrcina,tristan boyer,2026-05-12,2026-05-13,29,pinnacle-history-20260512-160246.csv|pinnacle-history-20260512-163630.csv|pinnacle-history-20260512-170111.csv|pinnacle-history-20260512-173117.csv|pinnacle-history-20260512-180114.csv|pinnacle-history-20260512-183235.csv|pinnacle-history-20260512-190121.csv|pinnacle-history-20260512-193056.csv|pinnacle-history-20260512-200122.csv|pinnacle-history-20260512-210315.csv|pinnacle-history-20260512-213128.csv|pinnacle-history-20260512-220117.csv|pinnacle-history-20260512-223134.csv|pinnacle-history-20260512-230117.csv|pinnacle-history-20260512-233413.csv|pinnacle-history-20260513-000219.csv|pinnacle-history-20260513-082702.csv|pinnacle-history-20260513-083008.csv|pinnacle-history-20260513-085659.csv|pinnacle-history-20260513-090520.csv|pinnacle-history-20260513-091247.csv|pinnacle-history-20260513-092715.csv|pinnacle-history-20260513-093349.csv|pinnacle-history-20260513-100300.csv|pinnacle-history-20260513-103009.csv|pinnacle-history-20260513-105839.csv|pinnacle-history-20260513-110108.csv|pinnacle-history-20260513-112733.csv|pinnacle-history-20260513-122830.csv,1-6 6-4 7-5
Challenger,unscorable_result,Dan Martin,Alafia Ayeni,dan martin,alafia ayeni,2026-03-22,2026-03-22,1,pinnacle-history-20260322-110941.csv,2-6 6-3 7-6(4)
Challenger,unscorable_result,Daniel Antonio Nunez,Luis Britto,daniel antonio nunez,luis britto,2026-03-22,2026-03-22,1,pinnacle-history-20260322-110941.csv,7-6(4) 4-6 3-0 ret.
Challenger,unscorable_result,Daniel De Jonge,Michael Zhu,daniel de jonge,michael zhu,2026-06-15,2026-06-15,7,pinnacle-history-20260615-084328.csv|pinnacle-history-20260615-085049.csv|pinnacle-history-20260615-091028.csv|pinnacle-history-20260615-091325.csv|pinnacle-history-20260615-092052.csv|pinnacle-history-20260615-094327.csv|pinnacle-history-20260615-095050.csv,3-6 7-6(10) 6-4
Challenger,unscorable_result,Daniel Dutra Da Silva,Garrett Johns,daniel dutra da silva,garrett johns,2026-04-13,2026-04-13,1,pinnacle-history-20260413-091206.csv,7-6(4) 2-6 7-6(5)
Challenger,unscorable_result,Daniel Elahi Galan,Kimmer Coppejans,daniel elahi galan,kimmer coppejans,2026-06-11,2026-06-12,24,pinnacle-history-20260611-194509.csv|pinnacle-history-20260611-201510.csv|pinnacle-history-20260611-204505.csv|pinnacle-history-20260611-211513.csv|pinnacle-history-20260611-213754.csv|pinnacle-history-20260611-214503.csv|pinnacle-history-20260611-221507.csv|pinnacle-history-20260611-224510.csv|pinnacle-history-20260612-075957.csv|pinnacle-history-20260612-081459.csv|pinnacle-history-20260612-082953.csv|pinnacle-history-20260612-084500.csv|pinnacle-history-20260612-085958.csv|pinnacle-history-20260612-091048.csv|pinnacle-history-20260612-091458.csv|pinnacle-history-20260612-092955.csv|pinnacle-history-20260612-095955.csv|pinnacle-history-20260612-103001.csv|pinnacle-history-20260612-110004.csv|pinnacle-history-20260612-113005.csv|pinnacle-history-20260612-115955.csv|pinnacle-history-20260612-122954.csv|pinnacle-history-20260612-125957.csv|pinnacle-history-20260612-132958.csv,6-4 0-6 6-4
Challenger,unscorable_result,Daniel Evans,Charles Broom,daniel evans,charles broom,2026-06-07,2026-06-08,11,pinnacle-history-20260607-224013.csv|pinnacle-history-20260608-085704.csv|pinnacle-history-20260608-091204.csv|pinnacle-history-20260608-092654.csv|pinnacle-history-20260608-094008.csv|pinnacle-history-20260608-095656.csv|pinnacle-history-20260608-101007.csv|pinnacle-history-20260608-102655.csv|pinnacle-history-20260608-104010.csv|pinnacle-history-20260608-105656.csv|pinnacle-history-20260608-112656.csv,2-6 7-6(7) 6-3
Challenger,unscorable_result,Daniel Michalski,Jelle Sels,daniel michalski,jelle sels,2026-06-24,2026-06-24,13,pinnacle-history-20260624-000326.csv|pinnacle-history-20260624-082906.csv|pinnacle-history-20260624-083316.csv|pinnacle-history-20260624-085904.csv|pinnacle-history-20260624-090908.csv|pinnacle-history-20260624-092902.csv|pinnacle-history-20260624-095904.csv|pinnacle-history-20260624-103000.csv|pinnacle-history-20260624-105945.csv|pinnacle-history-20260624-113209.csv|pinnacle-history-20260624-120137.csv|pinnacle-history-20260624-123030.csv|pinnacle-history-20260624-130005.csv,6-0 1-0 ret.
Challenger,unscorable_result,Daniel Milavsky,Tung-Lin Wu,daniel milavsky,tung lin wu,2026-05-26,2026-05-26,23,pinnacle-history-20260526-091359.csv|pinnacle-history-20260526-093917.csv|pinnacle-history-20260526-094309.csv|pinnacle-history-20260526-100613.csv|pinnacle-history-20260526-101340.csv|pinnacle-history-20260526-103614.csv|pinnacle-history-20260526-104310.csv|pinnacle-history-20260526-110608.csv|pinnacle-history-20260526-111313.csv|pinnacle-history-20260526-113613.csv|pinnacle-history-20260526-114312.csv|pinnacle-history-20260526-120822.csv|pinnacle-history-20260526-121310.csv|pinnacle-history-20260526-123621.csv|pinnacle-history-20260526-124320.csv|pinnacle-history-20260526-131308.csv|pinnacle-history-20260526-134307.csv|pinnacle-history-20260526-141308.csv|pinnacle-history-20260526-144312.csv|pinnacle-history-20260526-151309.csv|pinnacle-history-20260526-154323.csv|pinnacle-history-20260526-161528.csv|pinnacle-history-20260526-164337.csv,3-6 7-6(3) 1-0 ret.
Challenger,unscorable_result,Daniel Rincon,Jacopo Vasami,daniel rincon,jacopo vasami,2026-06-29,2026-06-29,1,pinnacle-history-20260629-091445.csv,6-2 1-0 ret.
Challenger,unscorable_result,Daniel Rincon,Stefano Napolitano,daniel rincon,stefano napolitano,2026-06-17,2026-06-17,34,pinnacle-history-20260617-090059.csv|pinnacle-history-20260617-092242.csv|pinnacle-history-20260617-093049.csv|pinnacle-history-20260617-094744.csv|pinnacle-history-20260617-100125.csv|pinnacle-history-20260617-101740.csv|pinnacle-history-20260617-103044.csv|pinnacle-history-20260617-104741.csv|pinnacle-history-20260617-110047.csv|pinnacle-history-20260617-111742.csv|pinnacle-history-20260617-113050.csv|pinnacle-history-20260617-114739.csv|pinnacle-history-20260617-120045.csv|pinnacle-history-20260617-121739.csv|pinnacle-history-20260617-123059.csv|pinnacle-history-20260617-124739.csv|pinnacle-history-20260617-130048.csv|pinnacle-history-20260617-131742.csv|pinnacle-history-20260617-133102.csv|pinnacle-history-20260617-134739.csv|pinnacle-history-20260617-140049.csv|pinnacle-history-20260617-141741.csv|pinnacle-history-20260617-143048.csv|pinnacle-history-20260617-144740.csv|pinnacle-history-20260617-150050.csv|pinnacle-history-20260617-151751.csv|pinnacle-history-20260617-153059.csv|pinnacle-history-20260617-154742.csv|pinnacle-history-20260617-160048.csv|pinnacle-history-20260617-161739.csv|pinnacle-history-20260617-163059.csv|pinnacle-history-20260617-164752.csv|pinnacle-history-20260617-170048.csv|pinnacle-history-20260617-173134.csv,6-2 3-1 ret.
Challenger,unscorable_result,Daniil Glinka,Aidan Mayo,daniil glinka,aidan mayo,2026-06-29,2026-06-29,2,pinnacle-history-20260629-091445.csv|pinnacle-history-20260629-213953.csv,7-6(1) 2-6 7-6(5)
Challenger,unscorable_result,Darwin Blanch,Federico Agustin Gomez,darwin blanch,federico agustin gomez,2026-04-07,2026-04-07,1,pinnacle-history-20260407-195634.csv,6-3 1-1 ret.
Challenger,unscorable_result,David Jorda Sanchis,Niccolo Catini,david jorda sanchis,niccolo catini,2026-03-22,2026-03-22,1,pinnacle-history-20260322-000345.csv,6-1 2-0 ret.
Challenger,unscorable_result,Dhakshineswar Suresh,Andres Martin,dhakshineswar suresh,andres martin,2026-07-24,2026-07-24,23,pinnacle-history-20260724-090152.csv|pinnacle-history-20260724-091126.csv|pinnacle-history-20260724-093146.csv|pinnacle-history-20260724-093734.csv|pinnacle-history-20260724-100144.csv|pinnacle-history-20260724-100732.csv|pinnacle-history-20260724-103145.csv|pinnacle-history-20260724-103732.csv|pinnacle-history-20260724-110145.csv|pinnacle-history-20260724-110732.csv|pinnacle-history-20260724-113145.csv|pinnacle-history-20260724-113732.csv|pinnacle-history-20260724-120147.csv|pinnacle-history-20260724-123145.csv|pinnacle-history-20260724-130145.csv|pinnacle-history-20260724-133145.csv|pinnacle-history-20260724-140144.csv|pinnacle-history-20260724-143144.csv|pinnacle-history-20260724-150147.csv|pinnacle-history-20260724-190146.csv|pinnacle-history-20260724-193150.csv|pinnacle-history-20260724-200146.csv|pinnacle-history-20260724-203145.csv,3-6 7-6(4) 7-6(6)
Challenger,unscorable_result,Dhakshineswar Suresh,Moez Echargui,dhakshineswar suresh,moez echargui,2026-07-14,2026-07-14,18,pinnacle-history-20260714-092804.csv|pinnacle-history-20260714-095302.csv|pinnacle-history-20260714-102208.csv|pinnacle-history-20260714-111703.csv|pinnacle-history-20260714-112435.csv|pinnacle-history-20260714-115238.csv|pinnacle-history-20260714-122236.csv|pinnacle-history-20260714-125235.csv|pinnacle-history-20260714-132221.csv|pinnacle-history-20260714-135233.csv|pinnacle-history-20260714-142423.csv|pinnacle-history-20260714-145313.csv|pinnacle-history-20260714-152300.csv|pinnacle-history-20260714-155414.csv|pinnacle-history-20260714-162619.csv|pinnacle-history-20260714-165317.csv|pinnacle-history-20260714-172327.csv|pinnacle-history-20260714-175229.csv,4-6 7-6(2) 7-6(4)
Challenger,unscorable_result,Dusan Lajovic,Daniel Altmaier,dusan lajovic,daniel altmaier,2026-05-13,2026-05-14,22,pinnacle-history-20260513-162811.csv|pinnacle-history-20260513-163213.csv|pinnacle-history-20260513-170153.csv|pinnacle-history-20260513-173154.csv|pinnacle-history-20260513-183245.csv|pinnacle-history-20260513-190549.csv|pinnacle-history-20260513-192743.csv|pinnacle-history-20260513-195810.csv|pinnacle-history-20260513-200048.csv|pinnacle-history-20260513-202933.csv|pinnacle-history-20260513-203501.csv|pinnacle-history-20260513-210637.csv|pinnacle-history-20260513-213633.csv|pinnacle-history-20260513-223417.csv|pinnacle-history-20260513-230329.csv|pinnacle-history-20260513-232843.csv|pinnacle-history-20260514-000026.csv|pinnacle-history-20260514-090754.csv|pinnacle-history-20260514-093837.csv|pinnacle-history-20260514-100836.csv|pinnacle-history-20260514-103857.csv|pinnacle-history-20260514-110856.csv,3-6 7-5 7-6(5)
Challenger,unscorable_result,Edas Butvilas,Carlos Sanchez Jover,edas butvilas,carlos sanchez jover,2026-04-05,2026-04-06,21,pinnacle-history-20260405-183014.csv|pinnacle-history-20260405-190013.csv|pinnacle-history-20260405-193017.csv|pinnacle-history-20260405-194408.csv|pinnacle-history-20260405-194951.csv|pinnacle-history-20260405-200018.csv|pinnacle-history-20260405-203024.csv|pinnacle-history-20260405-210017.csv|pinnacle-history-20260405-213019.csv|pinnacle-history-20260405-220019.csv|pinnacle-history-20260405-223017.csv|pinnacle-history-20260405-230928.csv|pinnacle-history-20260405-233026.csv|pinnacle-history-20260406-080012.csv|pinnacle-history-20260406-083013.csv|pinnacle-history-20260406-090020.csv|pinnacle-history-20260406-091548.csv|pinnacle-history-20260406-093022.csv|pinnacle-history-20260406-100025.csv|pinnacle-history-20260406-103021.csv|pinnacle-history-20260406-110020.csv,3-6 7-6(3) 6-4
Challenger,unscorable_result,Edas Butvilas,Jesper De Jong,edas butvilas,jesper de jong,2026-03-24,2026-03-25,2,pinnacle-history-20260324-235959.csv|pinnacle-history-20260325-110533.csv,7-5 2-6 6-4
Challenger,unscorable_result,Eduardo Ribeiro,Johan Alexander Rodriguez,eduardo ribeiro,johan alexander rodriguez,2026-06-11,2026-06-11,14,pinnacle-history-20260611-084507.csv|pinnacle-history-20260611-084652.csv|pinnacle-history-20260611-091109.csv|pinnacle-history-20260611-091501.csv|pinnacle-history-20260611-091650.csv|pinnacle-history-20260611-094501.csv|pinnacle-history-20260611-101502.csv|pinnacle-history-20260611-104500.csv|pinnacle-history-20260611-111501.csv|pinnacle-history-20260611-114501.csv|pinnacle-history-20260611-121500.csv|pinnacle-history-20260611-124503.csv|pinnacle-history-20260611-131503.csv|pinnacle-history-20260611-134501.csv,0-6 6-4 6-4
Challenger,unscorable_result,Eduardo Ribeiro,Roman Andres Burruchaga,eduardo ribeiro,roman andres burruchaga,2026-03-26,2026-03-26,2,pinnacle-history-20260326-000914.csv|pinnacle-history-20260326-111021.csv,1-6 6-4 6-4
Challenger,unscorable_result,Eliakim Coulibaly,Giles Hussey,eliakim coulibaly,giles hussey,2026-05-29,2026-05-30,6,pinnacle-history-20260529-213649.csv|pinnacle-history-20260529-220648.csv|pinnacle-history-20260529-223651.csv|pinnacle-history-20260529-230101.csv|pinnacle-history-20260529-233649.csv|pinnacle-history-20260530-000650.csv,2-6 6-4 7-5
Challenger,unscorable_result,Elmer Moller,Felix Balshaw,elmer moller,felix balshaw,2026-06-24,2026-06-24,14,pinnacle-history-20260624-000326.csv|pinnacle-history-20260624-082906.csv|pinnacle-history-20260624-083316.csv|pinnacle-history-20260624-085904.csv|pinnacle-history-20260624-090908.csv|pinnacle-history-20260624-092902.csv|pinnacle-history-20260624-095904.csv|pinnacle-history-20260624-103000.csv|pinnacle-history-20260624-105945.csv|pinnacle-history-20260624-113209.csv|pinnacle-history-20260624-120137.csv|pinnacle-history-20260624-123030.csv|pinnacle-history-20260624-130005.csv|pinnacle-history-20260624-133111.csv,6-1 3-0 ret.
Challenger,unscorable_result,Emilio Nava,Damir Dzumhur,emilio nava,damir dzumhur,2026-04-28,2026-04-29,22,pinnacle-history-20260428-170644.csv|pinnacle-history-20260428-173610.csv|pinnacle-history-20260428-180615.csv|pinnacle-history-20260428-183605.csv|pinnacle-history-20260428-190609.csv|pinnacle-history-20260428-193608.csv|pinnacle-history-20260428-200611.csv|pinnacle-history-20260428-203612.csv|pinnacle-history-20260428-210625.csv|pinnacle-history-20260428-213612.csv|pinnacle-history-20260428-220611.csv|pinnacle-history-20260428-223651.csv|pinnacle-history-20260428-230613.csv|pinnacle-history-20260428-233717.csv|pinnacle-history-20260429-070600.csv|pinnacle-history-20260429-073232.csv|pinnacle-history-20260429-073555.csv|pinnacle-history-20260429-080229.csv|pinnacle-history-20260429-083230.csv|pinnacle-history-20260429-170236.csv|pinnacle-history-20260429-172746.csv|pinnacle-history-20260429-175101.csv,6-4 3-0 ret.
Challenger,unscorable_result,Enrico Dalla Valle,Federico Arnaboldi,enrico dalla valle,federico arnaboldi,2026-06-27,2026-06-28,2,pinnacle-history-20260627-214123.csv|pinnacle-history-20260628-092246.csv,6-2 3-1 ret.
Challenger,unscorable_result,Enrico Dalla Valle,Laurent Lokoli,enrico dalla valle,laurent lokoli,2026-05-11,2026-05-11,4,pinnacle-history-20260511-000001.csv|pinnacle-history-20260511-085914.csv|pinnacle-history-20260511-090108.csv|pinnacle-history-20260511-100151.csv,2-6 ret.
Challenger,unscorable_result,Evan Zhu,Bu Yunchaokete,evan zhu,bu yunchaokete,2026-07-14,2026-07-14,18,pinnacle-history-20260714-092804.csv|pinnacle-history-20260714-095302.csv|pinnacle-history-20260714-102208.csv|pinnacle-history-20260714-111703.csv|pinnacle-history-20260714-112435.csv|pinnacle-history-20260714-115238.csv|pinnacle-history-20260714-122236.csv|pinnacle-history-20260714-125235.csv|pinnacle-history-20260714-132221.csv|pinnacle-history-20260714-135233.csv|pinnacle-history-20260714-142423.csv|pinnacle-history-20260714-145313.csv|pinnacle-history-20260714-152300.csv|pinnacle-history-20260714-155414.csv|pinnacle-history-20260714-162619.csv|pinnacle-history-20260714-165317.csv|pinnacle-history-20260714-172327.csv|pinnacle-history-20260714-175229.csv,4-6 7-6(4) 7-6(8)
Challenger,unscorable_result,Ezequiel Monferrer,Wilson Leite,ezequiel monferrer,wilson leite,2026-06-14,2026-06-14,7,pinnacle-history-20260614-075053.csv|pinnacle-history-20260614-082051.csv|pinnacle-history-20260614-085054.csv|pinnacle-history-20260614-091017.csv|pinnacle-history-20260614-092051.csv|pinnacle-history-20260614-095055.csv|pinnacle-history-20260614-102051.csv,2-6 7-6(5) 6-3
