chance_of_playing_next_round,element_id,player_name,source,source_fetched_at_utc,source_season,status,team,web_name
,248,Norberto Bercique Gomes Betuncal,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Beto
,249,Thierno Barry,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Barry
,250,Bernd Leno,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Leno
,251,Benjamin Lecomte,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Lecomte
,252,Alfie McNally,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,McNally
0,253,Joachim Andersen,fpl_api,2026-08-07T23:02:11+00:00,2026/27,s,Fulham,Andersen
,254,Antonee Robinson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Robinson
,255,Jorge Cuenca Barreno,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,J.Cuenca
,256,Kenny Tete,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Tete
,257,Calvin Bassey,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Bassey
,258,Timothy Castagne,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Castagne
,261,Alex Iwobi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Iwobi
,262,Emile Smith Rowe,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Smith Rowe
,263,Kevin Santos Lopes de Macedo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Kevin
,264,Oscar Bobb,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Bobb
,265,Sander Berge,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Berge
,266,Tom Cairney,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Cairney
,267,Saša Lukić,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Lukić
,268,Josh King,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,King
,269,Ryan Sessegnon,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Sessegnon
,270,Harrison Reed,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Reed
,271,Rodrigo Muniz Carvalho,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Muniz
,272,Jonah Kusi-Asare,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Kusi-Asare
,569,Gonzalo García,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,García
,570,César Palacios,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Fulham,Palacios
,273,Dillon Phillips,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Phillips
,274,Jack Butland,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Butland
0,275,Harvey Cartwright,fpl_api,2026-08-07T23:02:11+00:00,2026/27,u,Hull City,Cartwright
,276,Thimothée Lo-Tutala,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Lo-Tutala
,277,John Egan,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Egan
0,278,Charlie Hughes,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Hull City,Hughes
,279,Semi Ajayi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Ajayi
,280,Lewie Coyle,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Coyle
,281,Cody Drameh,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Drameh
,282,Ryan Giles,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Giles
75,283,Matty Jacob,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Hull City,Jacob
,284,Cathal McCarthy,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,McCarthy
,285,Paddy McNair,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,McNair
,286,Mohamed Belloumi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Belloumi
,287,Liam Millar,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Millar
,288,Kieran Dowell,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Dowell
,289,Matt Crooks,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Crooks
,290,Regan Slater,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Slater
0,291,Eliot Matazo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Hull City,Matazo
,292,Abdülkadir Ömür,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Ömür
,293,Abu Kamara,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Kamara
0,294,Óscar Zambrano,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Hull City,Zambrano
,295,Oli McBurnie,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,McBurnie
,296,David Akintola,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Akintola
0,297,Darko Gyabi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Hull City,Gyabi
,298,Enis Destan,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Destan
0,299,Mason Burstow,fpl_api,2026-08-07T23:02:11+00:00,2026/27,u,Hull City,Burstow
,556,Matt Targett,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Targett
,563,Hidemasa Morita,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Morita
,572,Konstantinos Tzolakis,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Hull City,Tzolakis
,259,Issa Diop,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Diop
,300,Christian Walton,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Walton
,301,Alex Palmer,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Palmer
,302,David Button,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Button
,303,Cédric Kipré,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Kipré
,304,Dara O'Shea,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,O'Shea
,305,Leif Davis,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Davis
,306,Jacob Greaves,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Greaves
,307,Ben Johnson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Johnson
,308,Darnell Furlong,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Furlong
,309,Marcelino Núñez,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Núñez
0,310,Azor Matusiwa,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Ipswich Town,Matusiwa
,311,Wes Burns,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Burns
0,312,Jack Taylor,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Ipswich Town,Taylor
,313,Jack Clarke,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Clarke
,314,Chiedozie Ogbene,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Ogbene
,315,Abdul Fatawu,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Fatawu
,316,Emersonn Correia da Silva,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Emersonn
,317,George Hirst,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Hirst
,318,Jaden Philogene,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Philogene
,319,Sam Szmodics,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Szmodics
,320,Chuba Akpom,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Akpom
,321,Sindre Walle Egeli,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Walle Egeli
,322,Ali Al-Hamadi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Al-Hamadi
,323,Kasey McAteer,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,McAteer
,324,Anis Mehmeti,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Mehmeti
,554,Kayne van Oevelen,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Van Oevelen
,562,Daizen Maeda,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Maeda
,564,Kjell Scherpen,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Scherpen
,571,Florentino Ibrain Morris Luís,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Ipswich Town,Florentino
,260,Harry Wilson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Wilson
,326,Lucas Estella Perri,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Perri
,327,Jaka Bijol,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Bijol
,329,Joe Rodon,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Rodon
,330,Jayden Bogle,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Bogle
,331,Gabriel Gudmundsson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Gudmundsson
,332,James Justin,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Justin
,333,Sebastiaan Bornauw,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Bornauw
,334,Tarik Muharemović,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Muharemović
,335,Anton Stach,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Stach
,336,Noah Okafor,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Okafor
,337,Brenden Aaronson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Aaronson
,338,Ethan Ampadu,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Ampadu
,339,Sean Longstaff,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Longstaff
,340,Joe Gelhardt,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Gelhardt
,341,Wilfried Gnonto,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Gnonto
0,342,Jack Harrison,fpl_api,2026-08-07T23:02:11+00:00,2026/27,u,Leeds,Harrison
,343,Daniel James,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,James
,344,Ilia Gruev,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Gruev
,345,Tanaka Ao,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Tanaka
,346,Dominic Calvert-Lewin,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Calvert-Lewin
,347,Lukas Nmecha,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Nmecha
,348,Joël Piroe,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Piroe
0,349,Mateo Joseph Fernández-Regatillo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Leeds,Mateo Joseph
,385,James Trafford,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Leeds,Trafford
,350,Alisson Becker,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,A.Becker
,351,Giorgi Mamardashvili,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Mamardashvili
,352,Freddie Woodman,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Woodman
,353,Armin Pecsi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Pecsi
0,354,Vitezslav Jaros,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Liverpool,Jaros
,355,Harvey Davies,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Davies
,356,Virgil van Dijk,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Virgil
,357,Jeremie Frimpong,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Frimpong
,358,Milos Kerkez,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Kerkez
0,359,Joe Gomez,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Liverpool,Gomez
0,360,Conor Bradley,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Liverpool,Bradley
,361,Wellity Lucky,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Lucky
100,362,Jeremy Jacquet,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Jacquet
0,363,Giovanni Leoni,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Liverpool,Leoni
,364,Kostas Tsimikas,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Tsimikas
,365,Calvin Ramsay,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Ramsay
,366,Florian Wirtz,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Wirtz
,367,Cody Gakpo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Gakpo
,368,Dominik Szoboszlai,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Szoboszlai
,369,Rio Ngumoha,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Ngumoha
,370,Federico Chiesa,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Chiesa
,371,Ryan Gravenberch,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Gravenberch
,372,Alexis Mac Allister,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Mac Allister
,373,Curtis Jones,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,C.Jones
75,374,Endo Wataru,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Liverpool,Endo
,375,Trey Nyoni,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Nyoni
0,376,Stefan Bajčetić Maquieira,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Liverpool,Bajcetic
,377,Victor Munoz,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Munoz
,378,James McConnell,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,McConnell
,379,Alexander Isak,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Isak
0,380,Hugo Ekitiké,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Liverpool,Ekitiké
,381,Lewis Koumas,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Koumas
0,382,Jayden Danns,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Liverpool,Danns
,383,Harvey Elliott,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Liverpool,Elliott
75,238,Jack Grealish,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Man City,Grealish
,384,Gianluigi Donnarumma,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Donnarumma
,386,Marcus Bettinelli,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Bettinelli
,387,Nico O'Reilly,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,O'Reilly
,388,Marc Guéhi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Guéhi
,389,Matheus Nunes,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Matheus N.
,390,Rúben dos Santos Gato Alves Dias,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Rúben
,391,Joško Gvardiol,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Gvardiol
,392,Rayan Aït-Nouri,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Aït-Nouri
,393,Abdukodir Khusanov,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Khusanov
,394,Max Alleyne,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Alleyne
,395,Rico Lewis,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Lewis
,396,Vitor de Oliveira Nunes dos Reis,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Vitor Reis
,397,Antoine Semenyo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Semenyo
,398,Phil Foden,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Foden
,399,Rayan Cherki,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Cherki
,400,Jérémy Doku,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Doku
,401,Omar Marmoush,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Marmoush
0,402,Rodrigo 'Rodri' Hernandez Cascante,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Man City,Rodrigo
,403,Sávio Moreira de Oliveira,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Savinho
,404,Tijjani Reijnders,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Reijnders
,405,Nico González Iglesias,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,N.Gonzalez
,406,Mateo Kovačić,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Kovačić
,407,Claudio Echeverri,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Echeverri
,408,Kalvin Phillips,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Phillips
,409,Divine Mukasa,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Mukasa
,410,Jeremy Monga,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Monga
,411,Erling Haaland,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Haaland
,481,Elliot Anderson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man City,Anderson
75,43,Youri Tielemans,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Man Utd,Tielemans
,162,Andrey Nascimento dos Santos,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Andrey Santos
75,325,Karl Darlow,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Man Utd,Darlow
,412,Senne Lammens,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Lammens
,413,Altay Bayındır,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Bayindir
,414,Tom Heaton,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Heaton
,415,Patrick Dorgu,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Dorgu
0,416,Matthijs de Ligt,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Man Utd,De Ligt
,417,Diogo Dalot Teixeira,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Dalot
,418,Harry Maguire,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Maguire
75,419,Lisandro Martínez,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Man Utd,Martinez
,420,Leny Yoro,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Yoro
,421,Ayden Heaven,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Heaven
,422,Noussair Mazraoui,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Mazraoui
,423,Luke Shaw,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Shaw
,424,Harry Amass,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Amass
,425,Tyler Fredricson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Fredricson
,426,Bruno Borges Fernandes,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,B.Fernandes
,427,Bryan Mbeumo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Mbeumo
,428,Matheus Santos Carneiro da Cunha,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Cunha
,429,Marcus Rashford,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Rashford
,430,Mason Mount,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Mount
,431,Amad Diallo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Amad
,432,Kobbie Mainoo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Mainoo
0,433,Manuel Ugarte Ribeiro,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Man Utd,Ugarte
,434,Jack Fletcher,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,J.Fletcher
,435,Shea Lacey,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Lacey
,436,Toby Collyer,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Collyer
,437,Bendito Mantato,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Bendito Mantato
,438,Tyler Fletcher,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Fletcher
75,439,Benjamin Sesko,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Man Utd,Šeško
,440,Joshua Zirkzee,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Zirkzee
,441,Chido Obi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Man Utd,Obi
,442,Nick Pope,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Pope
,443,Mark Gillespie,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Gillespie
,444,Ewen Jaouen,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Jaouen
,445,Malick Thiaw,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Thiaw
100,446,Fabian Schär,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Schär
,447,Sven Botman,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Botman
,448,Dan Burn,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Burn
,449,Lewis Hall,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Hall
75,450,Tino Livramento,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Newcastle,Livramento
,451,Alex Murphy,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,A.Murphy
,452,Bruno Guimarães Rodriguez Moura,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Bruno G.
,453,Harvey Barnes,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Barnes
,454,Anthony Elanga,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Elanga
,456,Jacob Ramsey,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,J.Ramsey
,457,Jacob Murphy,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,J.Murphy
75,458,Joelinton Cássio Apolinário de Lira,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Newcastle,Joelinton
0,459,Lewis Miley,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Newcastle,L.Miley
,460,Joe Willock,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Willock
,461,Bazoumana Touré,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Touré
,462,Sean Steur,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Steur
,463,Nick Woltemade,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Woltemade
,464,Yoane Wissa,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Wissa
,465,William Osula,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Osula
,466,Sean Neave,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Neave
,559,Aladji Bamba,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Bamba
,567,Lukás Hornícek,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Newcastle,Horníček
,467,Matz Sels,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Sels
,468,John Victor Maciel Furtado,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,John
,469,Neco Williams,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,N.Williams
,470,Felipe Rodrigues da Silva,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Morato
,471,Nikola Milenković,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Milenković
75,472,Murillo Costa dos Santos,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Nott'm Forest,Murillo
,473,Ola Aina,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Aina
,474,Jair Paula da Cunha Filho,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Jair Cunha
0,475,Nicolò Savona,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Nott'm Forest,Savona
,476,Omar Richards,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,O.Richards
,477,Zach Abbott,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Abbott
,478,Luca Netz,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Netz
,479,Tyler Bindon,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Bindon
,480,Morgan Gibbs-White,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Gibbs-White
75,482,Callum Hudson-Odoi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Nott'm Forest,Hudson-Odoi
,483,Dan Ndoye,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Ndoye
,484,Omari Hutchinson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Hutchinson
,485,Dilane Bakwa,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Bakwa
,486,James McAtee,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,McAtee
,487,Nicolás Domínguez,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Dominguez
,488,Ibrahim Sangaré,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Sangaré
,489,Ryan Yates,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Yates
,490,Chris Wood,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Wood
,491,Igor Jesus Maciel da Cruz,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Nott'm Forest,Igor Jesus
