tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-7393,Canberra CH,Hard,32,C,20241230,382,207985,6,,Jacob Fearnley,R,183,GBR,23.4,111153,,,Christopher Eubanks,R,201,USA,28.6,4-6 6-2 7-6(3),3,QF,134,12,7,107,55,39,34,15,8,9,11,3,104,62,45,23,15,10,12,99,622,107,572
2025-7393,Canberra CH,Hard,32,C,20241230,381,211663,,,Joao Fonseca,R,185,BRA,18.3,208004,,,Harold Mayot,R,180,FRA,22.9,6-2 6-3,3,QF,72,9,3,58,39,25,9,8,5,7,2,3,57,37,17,9,9,3,9,145,409,116,518
2025-7393,Canberra CH,Hard,32,C,20241230,380,133297,,PR,Yosuke Watanuki,R,180,JPN,26.7,208882,,LL,Roman Andres Burruchaga,R,183,ARG,22.9,6-3 3-6 7-6(5),3,R16,136,18,1,102,62,46,21,15,4,6,6,1,95,57,42,23,15,2,4,374,130,156,378
2025-7393,Canberra CH,Hard,32,C,20241230,379,212021,,,Martin Landaluce,R,191,ESP,18.9,208013,,WC,Dane Sweeny,R,170,AUS,23.8,6-1 6-2,3,R16,67,10,8,51,29,25,9,8,3,4,1,1,43,31,14,4,7,1,6,151,383,345,147
2025-7393,Canberra CH,Hard,32,C,20241230,378,200240,,,Vit Kopriva,R,178,CZE,27.5,106000,3,,Damir Dzumhur,R,175,BIH,32.6,7-5 7-5,3,R16,115,1,8,74,35,20,17,12,7,13,1,6,85,50,21,16,12,4,12,130,465,83,679
2025-7393,Canberra CH,Hard,32,C,20241230,377,210319,,Q,Ethan Quinn,R,191,USA,20.8,200516,,Q,Patrick Kypson,R,188,USA,25.1,3-6 7-6(5) 6-4,3,R16,134,17,1,96,61,48,21,15,4,6,8,3,95,61,54,15,16,4,6,202,280,211,269
2025-7393,Canberra CH,Hard,32,C,20241230,376,207985,6,,Jacob Fearnley,R,183,GBR,23.4,208389,,Q,James Trotter,R,183,JPN,25.4,6-2 6-4,3,R16,72,4,3,48,29,22,15,9,1,1,10,3,65,41,26,10,9,5,8,99,622,193,298
2025-7393,Canberra CH,Hard,32,C,20241230,375,111153,,,Christopher Eubanks,R,201,USA,28.6,200008,,Q,Alexis Galarneau,R,180,CAN,25.8,6-4 6-4,3,R16,78,7,3,62,39,30,14,10,1,1,4,5,52,31,25,12,10,1,3,107,572,205,278
2025-7393,Canberra CH,Hard,32,C,20241230,374,208004,,,Harold Mayot,R,180,FRA,22.9,123755,,,Daniel Elahi Galan,R,191,COL,28.5,7-6(5) 6-4,3,R16,106,9,2,76,40,32,19,11,4,5,10,1,68,47,30,14,11,0,2,116,518,126,473
2025-7393,Canberra CH,Hard,32,C,20241230,373,211663,,,Joao Fonseca,R,185,BRA,18.3,207213,,,Duje Ajdukovic,R,188,CRO,23.8,6-1 7-5,3,R16,74,4,2,52,35,27,7,9,2,4,0,3,62,30,14,15,10,3,9,145,409,142,422
2025-7393,Canberra CH,Hard,32,C,20241230,372,133297,,PR,Yosuke Watanuki,R,180,JPN,26.7,200384,1,,Hugo Gaston,L,173,FRA,24.2,6-2 6-2,3,R32,56,8,2,40,24,20,10,8,0,1,1,0,54,37,17,8,8,4,9,374,130,76,717
2025-7393,Canberra CH,Hard,32,C,20241230,371,208882,,LL,Roman Andres Burruchaga,R,183,ARG,22.9,210262,,,Jaime Faria,R,188,POR,21.4,6-3 6-3,3,R32,72,1,1,55,35,24,13,9,3,4,6,5,63,35,24,8,9,4,8,156,378,123,489
2025-7393,Canberra CH,Hard,32,C,20241230,370,208013,,WC,Dane Sweeny,R,170,AUS,23.8,209414,,,Luca Van Assche,R,178,FRA,20.6,6-4 6-4,3,R32,89,0,4,58,37,24,13,10,1,3,3,6,67,36,21,16,10,6,10,345,147,128,471
2025-7393,Canberra CH,Hard,32,C,20241230,369,212021,,,Martin Landaluce,R,191,ESP,18.9,208233,8,,Mattia Bellucci,L,175,ITA,23.5,6-3 6-2,3,R32,73,6,1,46,25,21,16,9,2,2,2,2,48,30,18,10,8,2,5,151,383,103,605
2025-7393,Canberra CH,Hard,32,C,20241230,368,106000,3,,Damir Dzumhur,R,175,BIH,32.6,200273,,Q,Hady Habib,R,188,LIB,26.3,7-6(5) 6-7(5) 6-2,3,R32,134,3,5,104,61,52,24,16,3,3,19,3,104,62,50,20,16,7,9,83,679,216,261
2025-7393,Canberra CH,Hard,32,C,20241230,367,200240,,,Vit Kopriva,R,178,CZE,27.5,106283,,Alt,Mitchell Krueger,R,188,USA,30.9,7-6(5) 3-6 6-3,3,R32,130,10,6,103,60,42,26,15,5,7,9,3,91,62,50,12,15,5,7,130,465,147,396
2025-7393,Canberra CH,Hard,32,C,20241230,366,210319,,Q,Ethan Quinn,R,191,USA,20.8,134329,,WC,Blake Ellis,R,191,AUS,25.9,7-6(4) 7-6(5),3,R32,115,5,3,84,52,35,18,12,4,7,12,4,81,47,39,12,12,7,10,202,280,338,149
2025-7393,Canberra CH,Hard,32,C,20241230,365,200516,,Q,Patrick Kypson,R,188,USA,25.1,111576,5,,Sumit Nagal,R,178,IND,27.3,6-2 4-6 6-1,3,R32,101,15,2,84,57,38,15,13,3,6,3,3,68,43,22,12,12,1,7,211,269,98,622
2025-7393,Canberra CH,Hard,32,C,20241230,364,207985,6,,Jacob Fearnley,R,183,GBR,23.4,202354,,WC,Matthew Dellavedova,R,191,AUS,24.5,3-6 6-4 7-5,3,R32,133,6,8,100,53,41,27,15,5,6,10,1,108,86,60,10,16,2,4,99,622,379,128
2025-7393,Canberra CH,Hard,32,C,20241230,363,208389,,Q,James Trotter,R,183,JPN,25.4,208843,,,Jerome Kym,R,198,SUI,21.8,7-6(6) 7-6(4),3,R32,112,13,0,76,57,47,13,12,2,2,14,6,87,49,36,23,12,2,2,193,298,134,451
2025-7393,Canberra CH,Hard,32,C,20241230,362,111153,,,Christopher Eubanks,R,201,USA,28.6,206499,,,Aleksandar Kovacevic,R,183,USA,26.3,6-3 7-6(5),3,R32,82,16,3,66,42,34,15,11,0,0,11,3,59,34,30,14,10,1,2,107,572,111,554
2025-7393,Canberra CH,Hard,32,C,20241230,361,200008,,Q,Alexis Galarneau,R,180,CAN,25.8,106121,4,,Taro Daniel,R,191,JPN,31.9,7-6(2) 6-2,3,R32,89,5,1,60,34,26,17,10,1,2,3,4,65,33,25,14,10,5,8,205,278,84,674
2025-7393,Canberra CH,Hard,32,C,20241230,360,208004,,,Harold Mayot,R,180,FRA,22.9,136440,7,,Dominik Koepfer,L,180,GER,30.6,6-4 6-4,3,R32,77,6,5,58,31,26,14,10,1,2,4,1,53,26,19,15,10,0,3,116,518,102,610
2025-7393,Canberra CH,Hard,32,C,20241230,359,123755,,,Daniel Elahi Galan,R,191,COL,28.5,209920,,,Raphael Collignon,R,191,BEL,22.9,6-2 3-6 6-2,3,R32,114,11,3,88,58,42,13,12,7,9,8,7,78,50,31,12,13,2,7,126,473,121,500
2025-7393,Canberra CH,Hard,32,C,20241230,358,211663,,,Joao Fonseca,R,185,BRA,18.3,111456,,,Mackenzie Mcdonald,R,178,USA,29.7,6-1 6-3,3,R32,53,8,2,42,28,24,9,8,1,1,2,2,43,31,17,5,8,2,6,145,409,131,464
2025-7393,Canberra CH,Hard,32,C,20241230,357,207213,,,Duje Ajdukovic,R,188,CRO,23.8,207680,2,,Facundo Diaz Acosta,L,183,ARG,24.0,6-4 6-4,3,R32,84,1,0,64,44,33,13,10,2,2,1,1,53,29,20,15,10,2,4,142,422,79,714
2025-7393,Canberra CH,Hard,32,C,20241230,356,200273,,Alt,Hady Habib,R,188,LIB,26.3,210399,,WC,Edward Winter,R,178,AUS,20.2,6-4 6-4,3,Q2,82,11,0,50,31,26,14,10,0,0,3,0,75,50,32,13,10,6,8,216,261,592,58
2025-7393,Canberra CH,Hard,32,C,20241230,355,208389,10,,James Trotter,R,183,JPN,25.4,208882,2,,Roman Andres Burruchaga,R,183,ARG,22.9,6-1 6-4,3,Q2,70,7,3,50,27,23,12,9,3,4,1,3,45,27,17,7,8,4,8,193,298,156,378
2025-7393,Canberra CH,Hard,32,C,20241230,354,200008,,,Alexis Galarneau,R,180,CAN,25.8,200587,12,,Brandon Holt,R,185,USA,26.7,6-3 6-7(1) 6-3,3,Q2,139,7,1,95,60,44,21,16,3,5,8,1,100,67,47,15,14,5,9,205,278,198,286
2025-7393,Canberra CH,Hard,32,C,20241230,353,210319,,,Ethan Quinn,R,191,USA,20.8,105554,4,,Daniel Evans,R,175,GBR,34.6,6-2 6-3,3,Q2,68,7,1,44,29,25,11,9,0,0,6,3,57,34,18,12,8,5,8,202,280,164,364
2025-7393,Canberra CH,Hard,32,C,20241230,352,200516,,,Patrick Kypson,R,188,USA,25.1,123921,,,Calvin Hemery,R,191,FRA,29.9,7-6(5) 6-2,3,Q2,80,12,3,61,47,40,8,10,2,2,10,6,63,31,25,17,10,1,3,211,269,201,283
2025-7393,Canberra CH,Hard,32,C,20241230,351,209874,6,,Maks Kasnikowski,R,180,POL,21.4,200188,,,Matteo Martineau,R,183,FRA,25.9,6-3 6-7(5) 7-6(3),3,Q2,174,5,6,122,61,44,40,17,5,6,20,6,116,77,56,21,16,7,9,180,318,210,270
2025-7393,Canberra CH,Hard,32,C,20241230,350,210399,,WC,Edward Winter,R,178,AUS,20.2,105732,1,,Pierre Hugues Herbert,R,188,FRA,33.7,6-1 6-2,3,Q1,66,0,4,64,47,31,10,8,5,5,3,6,39,18,8,10,7,3,7,592,58,148,391
2025-7393,Canberra CH,Hard,32,C,20241230,349,200273,,Alt,Hady Habib,R,188,LIB,26.3,200647,8,,Sho Shimabukuro,R,180,JPN,27.4,7-6(0) 6-3,3,Q1,81,12,0,64,48,42,11,11,2,2,6,2,64,30,22,19,10,3,4,216,261,190,303
2025-7393,Canberra CH,Hard,32,C,20241230,348,208882,2,,Roman Andres Burruchaga,R,183,ARG,22.9,210696,,,Alexander Blockx,R,191,BEL,19.7,6-1 7-5,3,Q1,73,2,5,56,35,28,11,10,4,5,3,0,59,39,23,10,9,7,11,156,378,203,280
2025-7393,Canberra CH,Hard,32,C,20241230,347,208389,10,,James Trotter,R,183,JPN,25.4,211727,,WC,Pavle Marinkov,R,188,AUS,18.9,6-3 6-4,3,Q1,82,7,2,55,34,29,13,10,1,1,3,5,56,31,23,11,9,5,7,193,298,803,28
2025-7393,Canberra CH,Hard,32,C,20241230,346,200008,,,Alexis Galarneau,R,180,CAN,25.8,105430,3,,Radu Albot,R,175,MDA,35.1,6-2 6-3,3,Q1,76,7,3,55,31,21,14,9,3,5,1,8,60,27,19,9,8,7,12,205,278,163,369
2025-7393,Canberra CH,Hard,32,C,20241230,345,200587,12,,Brandon Holt,R,185,USA,26.7,213178,,WC,Cruz Hewitt,U,,AUS,16.0,7-6(9) 6-1,3,Q1,88,6,0,71,53,35,11,10,4,6,3,2,60,32,19,13,9,2,6,198,286,1265,6
2025-7393,Canberra CH,Hard,32,C,20241230,344,105554,4,,Daniel Evans,R,175,GBR,34.6,207182,,,Emilio Nava,R,185,USA,23.0,7-5 0-6 6-3,3,Q1,129,4,6,87,55,38,13,13,5,9,10,2,83,48,33,17,14,6,10,164,364,212,269
2025-7393,Canberra CH,Hard,32,C,20241230,343,210319,,,Ethan Quinn,R,191,USA,20.8,206703,7,,Paul Jubb,R,180,GBR,25.1,7-6(4) 6-4,3,Q1,112,6,0,79,48,34,18,11,5,6,4,1,67,42,30,12,11,2,4,202,280,185,311
2025-7393,Canberra CH,Hard,32,C,20241230,342,123921,,,Calvin Hemery,R,191,FRA,29.9,208260,5,,Zachary Svajda,R,175,USA,22.0,6-2 6-0,3,Q1,58,5,0,40,29,23,7,7,1,1,0,3,48,29,12,9,7,2,7,201,283,166,352
2025-7393,Canberra CH,Hard,32,C,20241230,341,200516,,,Patrick Kypson,R,188,USA,25.1,202122,9,,Yuta Shimizu,L,163,JPN,25.5,6-3 6-4,3,Q1,76,11,1,69,52,36,11,10,4,4,4,3,57,36,24,12,9,4,6,211,269,192,299
2025-7393,Canberra CH,Hard,32,C,20241230,340,209874,6,,Maks Kasnikowski,R,180,POL,21.4,210436,,WC,Hayden Jones,R,175,AUS,18.3,6-7(4) 7-6(4) 7-6(3),3,Q1,169,9,4,123,79,63,24,18,4,5,12,5,124,82,58,26,18,3,4,180,318,973,15
2025-7393,Canberra CH,Hard,32,C,20241230,339,200188,,,Matteo Martineau,R,183,FRA,25.9,208230,11,,Alibek Kachmazov,R,185,RUS,22.3,6-4 6-4,3,Q1,97,6,7,60,37,32,10,10,2,3,4,4,70,29,20,19,10,4,7,210,270,194,296
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,386,106234,,,Aslan Karatsev,R,185,RUS,31.3,106296,2,,Gregoire Barrere,R,183,FRA,30.8,7-6(5) 7-5,3,F,109,4,3,76,50,40,13,12,1,2,7,2,76,50,36,13,12,3,5,287,179,162,371
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,385,106234,,,Aslan Karatsev,R,185,RUS,31.3,106293,,Q,Kimmer Coppejans,R,178,BEL,30.8,6-3 6-1,3,SF,73,4,1,41,25,23,10,8,0,0,7,4,65,37,23,13,8,9,13,287,179,399,118
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,384,106296,2,,Gregoire Barrere,R,183,FRA,30.8,210536,,Q,Rei Sakamoto,R,193,JPN,18.5,6-4 3-6 7-6(6),3,SF,143,4,3,87,51,38,24,15,2,3,17,5,110,66,49,25,16,9,10,162,371,413,109
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,383,106234,,,Aslan Karatsev,R,185,RUS,31.3,133872,,,Enrico Dalla Valle,R,196,ITA,26.7,6-1 6-1,3,QF,78,2,0,45,28,22,9,7,0,0,2,1,55,34,15,8,7,3,8,287,179,283,184
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,382,106293,,Q,Kimmer Coppejans,R,178,BEL,30.8,209903,,,Lukas Neumayer,R,183,AUT,22.3,6-3 6-2,3,QF,76,10,4,62,43,31,7,9,3,4,2,5,53,28,18,7,8,3,7,399,118,226,254
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,381,210536,,Q,Rei Sakamoto,R,193,JPN,18.5,126149,,,Gianluca Mager,R,188,ITA,30.0,4-1 RET,3,QF,19,4,1,15,8,7,5,3,0,0,0,1,15,7,6,2,2,0,1,413,109,230,251
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,380,106296,2,,Gregoire Barrere,R,183,FRA,30.8,126939,,,Khumoun Sultanov,R,180,UZB,26.1,7-6(5) 6-1,3,QF,87,9,1,69,45,30,15,10,2,3,5,3,65,39,29,7,9,7,10,162,371,223,256
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,379,133872,,,Enrico Dalla Valle,R,196,ITA,26.7,105477,1,,Marco Trungelliti,R,178,ARG,34.9,7-6(4) 6-3,3,R16,98,6,4,63,35,30,18,11,2,3,2,5,64,37,28,13,10,1,3,283,184,143,417
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,378,106234,,,Aslan Karatsev,R,185,RUS,31.3,133975,8,,Benjamin Hassan,R,183,LBN,29.9,6-3 6-2,3,R16,60,4,2,46,27,25,12,9,0,0,5,2,46,25,18,6,8,1,4,287,179,218,260
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,377,209903,,,Lukas Neumayer,R,183,AUT,22.3,144656,,,Corentin Denolly,L,188,FRA,27.5,6-2 6-4,3,R16,68,2,1,51,33,23,12,9,2,3,1,2,48,35,21,6,9,3,7,226,254,304,170
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,376,106293,,Q,Kimmer Coppejans,R,178,BEL,30.8,202127,,Q,Clement Tabur,R,173,FRA,24.9,6-3 6-3,3,R16,76,4,0,46,29,25,11,9,0,0,5,2,55,37,22,8,9,1,4,399,118,377,129
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,375,210536,,Q,Rei Sakamoto,R,193,JPN,18.5,206889,5,,Clement Chidekh,R,180,FRA,23.5,6-3 6-0,3,R16,63,7,0,50,26,21,15,8,2,2,1,5,35,17,11,4,7,0,4,413,109,189,304
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,374,126149,,,Gianluca Mager,R,188,ITA,30.0,208169,4,,Titouan Droguet,R,191,FRA,23.5,6-4 3-6 6-3,3,R16,128,7,4,98,62,43,21,14,9,10,12,3,77,45,38,18,14,4,6,230,251,182,315
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,373,126939,,,Khumoun Sultanov,R,180,UZB,26.1,105655,,Q,Hiroki Moriya,R,168,JPN,34.2,6-4 6-2,3,R16,71,13,0,49,33,25,14,9,5,5,1,4,56,33,18,11,9,2,5,223,256,398,119
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,372,106296,2,,Gregoire Barrere,R,183,FRA,30.8,207494,,,Dalibor Svrcina,R,178,CZE,22.2,7-5 7-6(5),3,R16,130,3,0,80,55,38,16,12,5,7,2,11,102,55,41,19,12,6,9,162,371,225,255
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,371,105477,1,,Marco Trungelliti,R,178,ARG,34.9,210382,,Q,Maximus Jones,R,185,THA,20.3,7-5 7-6(4),3,R32,134,5,1,78,48,38,16,12,6,7,6,1,97,56,40,21,12,6,8,143,417,757,33
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,370,133872,,,Enrico Dalla Valle,R,196,ITA,26.7,207788,,WC,Thanapet Chanta,R,,THA,25.3,6-4 7-6(8),3,R32,117,6,1,74,43,30,19,11,2,4,0,2,71,46,30,15,11,0,3,283,184,675,44
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,369,106234,,,Aslan Karatsev,R,185,RUS,31.3,123819,,,Goncalo Oliveira,L,185,VEN,29.8,6-4 6-3,3,R32,89,7,3,57,29,21,17,10,2,4,1,3,63,38,19,14,9,3,7,287,179,245,235
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,368,133975,8,,Benjamin Hassan,R,183,LBN,29.9,125847,,,Jelle Sels,R,188,NED,29.3,6-3 7-5,3,R32,78,8,6,58,36,31,9,11,2,4,3,4,66,44,28,7,10,9,13,218,260,302,172
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,367,144656,,,Corentin Denolly,L,188,FRA,27.5,202260,3,,Henri Squire,R,196,GER,24.2,6-7(4) 6-4 7-6(1),3,R32,125,16,10,122,80,62,20,17,10,11,11,5,100,59,44,25,17,0,2,304,170,177,325
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,366,209903,,,Lukas Neumayer,R,183,AUT,22.3,200677,,,Rio Noguchi,R,168,JPN,26.0,6-2 6-3,3,R32,72,5,3,49,28,24,13,9,2,2,0,1,54,31,17,13,8,2,5,226,254,296,174
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,365,202127,,Q,Clement Tabur,R,173,FRA,24.9,208937,,WC,Kasidit Samrej,R,191,THA,23.9,6-4 7-6(3),3,R32,126,6,5,74,42,31,19,11,5,6,6,5,83,47,33,16,11,4,6,377,129,416,109
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,364,106293,,Q,Kimmer Coppejans,R,178,BEL,30.8,202262,7,,Filip Cristian Jianu,R,180,ROU,23.2,7-6(1) 4-6 6-2,3,R32,139,11,0,98,62,43,20,15,0,3,4,3,82,44,32,19,15,0,4,399,118,214,265
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,363,206889,5,,Clement Chidekh,R,180,FRA,23.5,144716,,,Oleg Prihodko,R,180,UKR,27.2,6-3 6-2,3,R32,82,3,5,54,33,26,9,8,3,4,9,4,71,45,25,11,9,8,13,189,304,313,161
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,362,210536,,Q,Rei Sakamoto,R,193,JPN,18.5,129911,,Q,Marat Sharipov,R,188,RUS,22.2,7-6(3) 2-6 6-4,3,R32,134,13,2,89,57,43,15,15,5,9,21,2,91,61,45,15,15,4,7,413,109,342,148
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,361,126149,,,Gianluca Mager,R,188,ITA,30.0,209326,,Alt,Murphy Cassone,R,188,USA,22.3,7-6(6) 2-6 6-3,3,R32,123,9,3,101,56,42,24,15,7,10,12,3,91,53,41,19,14,5,7,230,251,335,149
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,360,208169,4,,Titouan Droguet,R,191,FRA,23.5,106397,,WC,Wishaya Trongcharoenchaikul,R,193,THA,29.7,7-6(3) 6-2,3,R32,82,4,2,62,33,27,17,10,2,3,3,0,64,36,28,11,10,2,5,182,315,671,45
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,359,126939,,,Khumoun Sultanov,R,180,UZB,26.1,207608,6,,Timofey Skatov,R,175,KAZ,23.9,7-6(4) 7-6(6),3,R32,125,16,2,83,57,39,17,12,4,6,6,1,84,57,34,19,12,3,5,223,256,191,299
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,358,105655,,Q,Hiroki Moriya,R,168,JPN,34.2,144972,,,Geoffrey Blancaneaux,R,180,FRA,26.3,7-5 7-5,3,R32,143,1,3,93,47,29,21,12,11,16,5,12,87,47,31,10,12,12,19,398,119,279,189
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,357,207494,,,Dalibor Svrcina,R,178,CZE,22.2,126555,,,Tung Lin Wu,R,188,TPE,26.6,2-6 6-4 6-3,3,R32,141,4,9,82,44,28,19,13,8,13,1,3,96,65,36,14,14,5,11,225,255,236,241
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,356,106296,2,,Gregoire Barrere,R,183,FRA,30.8,206467,,,Federico Arnaboldi,R,185,ITA,24.5,6-4 7-6(3),3,R32,94,4,1,76,43,27,17,11,3,6,8,7,73,44,30,10,11,3,7,162,371,231,251
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,355,129911,1,,Marat Sharipov,R,188,RUS,22.2,202113,12,,Hikaru Shiraishi,R,168,JPN,24.6,4-6 6-2 6-2,3,Q2,111,22,2,76,48,38,13,13,0,2,5,2,79,51,30,14,13,3,8,342,148,602,57
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,354,210536,7,,Rei Sakamoto,R,193,JPN,18.5,211324,,,Mitsuki Wei Kang Leong,R,175,MAS,20.3,6-2 6-3,3,Q2,77,11,1,58,36,27,11,8,2,3,6,4,50,29,18,6,9,4,9,413,109,643,49
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,353,202127,3,,Clement Tabur,R,173,FRA,24.9,210121,10,,Kokoro Isomura,R,175,JPN,21.9,6-2 6-1,3,Q2,67,6,1,53,33,22,12,8,3,4,0,1,37,26,9,6,7,4,9,377,129,464,89
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,352,105655,4,,Hiroki Moriya,R,168,JPN,34.2,209959,,,Woobin Shin,R,185,KOR,20.9,6-0 6-3,3,Q2,70,2,2,48,23,20,16,8,5,5,1,2,39,18,10,7,7,2,6,398,119,574,60
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,351,106293,5,,Kimmer Coppejans,R,178,BEL,30.8,202052,,Alt,Ray Ho,L,188,TPE,24.8,6-4 7-5,3,Q2,84,7,3,59,37,29,16,11,0,0,1,1,72,46,32,15,11,5,7,399,118,1080,11
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,350,210382,,WC,Maximus Jones,R,185,THA,20.3,144645,6,,Zdenek Kolar,R,183,CZE,28.2,6-2 6-7(5) 6-3,3,Q2,162,13,3,88,52,42,18,15,1,3,5,4,103,58,36,23,14,8,13,757,33,410,111
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,349,129911,1,,Marat Sharipov,R,188,RUS,22.2,144747,,Alt,Courtney John Lock,R,193,ZIM,28.1,6-1 6-4,3,Q1,53,9,3,44,26,25,11,9,0,0,1,3,43,24,16,8,8,2,5,342,148,2065,1
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,348,202113,12,,Hikaru Shiraishi,R,168,JPN,24.6,208874,,Alt,Seita Watanabe,R,180,JPN,24.0,6-2 4-6 6-2,3,Q1,120,3,1,80,50,33,17,13,4,7,8,7,75,38,25,14,13,8,14,602,57,882,20
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,347,211324,,,Mitsuki Wei Kang Leong,R,175,MAS,20.3,201987,2,,Masamichi Imamura,R,178,JPN,26.1,6-3 6-4,3,Q1,86,6,1,59,41,28,7,10,1,4,0,1,62,31,21,8,9,9,14,643,49,352,143
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,346,210536,7,,Rei Sakamoto,R,193,JPN,18.5,131951,,,Daniel Cukierman,R,,ISR,29.4,3-6 6-3 6-4,3,Q1,133,16,1,87,45,36,21,14,3,5,4,3,97,64,45,14,14,5,8,413,109,527,71
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,345,202127,3,,Clement Tabur,R,173,FRA,24.9,144682,,Alt,Kaito Uesugi,R,180,JPN,29.5,6-3 6-2,3,Q1,66,6,2,48,27,22,11,8,3,4,2,3,59,34,17,11,9,6,11,377,129,897,19
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,344,210121,10,,Kokoro Isomura,R,175,JPN,21.9,213051,,WC,Thanaphat Boosarawongse,U,,THA,18.8,6-3 7-5,3,Q1,89,1,2,64,43,33,11,11,4,6,5,2,51,30,20,7,10,0,4,464,89,1480,3
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,342,209959,,,Woobin Shin,R,185,KOR,20.9,210000,11,,Karan Singh,R,188,IND,21.5,7-6(9) 6-2,3,Q1,114,4,1,75,42,32,16,10,2,3,5,4,71,41,29,12,10,7,10,574,60,473,86
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,341,106293,5,,Kimmer Coppejans,R,178,BEL,30.8,200321,,,San Hui Sin,R,178,KOR,27.7,6-4 6-4,3,Q1,78,9,2,57,33,29,10,10,1,2,3,6,60,39,27,8,10,5,8,399,118,582,59
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,340,202052,,Alt,Ray Ho,L,188,TPE,24.8,208182,9,,Saba Purtseladze,R,191,GEO,23.3,6-4 6-3,3,Q1,80,8,2,75,38,28,21,10,3,3,6,1,51,25,21,12,9,2,4,1080,11,444,97
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,339,144645,6,,Zdenek Kolar,R,183,CZE,28.2,209127,,WC,Credit Chaiyarin,R,,THA,21.0,7-5 6-3,3,Q1,99,5,4,64,34,25,15,11,0,2,0,5,64,39,21,14,10,1,5,410,111,1452,4
2025-2791,Nonthaburi 1 CH,Hard,32,C,20241230,338,210382,,WC,Maximus Jones,R,185,THA,20.3,207484,8,,Neil Oberleitner,R,193,AUT,25.4,7-5 2-6 7-6(9),3,Q1,146,6,4,101,53,40,27,16,3,6,7,2,100,62,45,23,16,5,7,757,33,430,102
2025-2205,Noumea CH,Hard,32,C,20241230,388,208278,,,Shintaro Mochizuki,R,175,JPN,21.5,207728,,,Moerani Bouzige,R,180,AUS,25.4,6-1 6-3,3,F,74,7,3,59,33,25,10,8,5,7,1,3,50,28,14,5,8,4,10,235,241,517,74
