tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-9452,Concepcion CH,Clay,32,C,20260127,375,209226,6,,Adolfo Daniel Vallejo,R,183,PAR,21.7,122669,,,Juan Pablo Varillas,R,185,PER,30.2,6-4 6-2,3,R16,99,3,2,50,29,20,14,9,1,2,3,4,69,38,20,14,9,8,12,146,428,244,227
2026-9452,Concepcion CH,Clay,32,C,20260127,374,206307,,,Joao Lucas Reis Da Silva,R,178,BRA,25.8,105583,4,,Dusan Lajovic,R,183,SRB,35.5,6-3 2-6 6-1,3,R16,132,1,2,93,53,32,23,12,8,11,5,4,73,39,22,17,12,8,13,207,284,125,497
2026-9452,Concepcion CH,Clay,32,C,20260127,373,207815,,Q,Guido Ivan Justo,R,178,ARG,28.0,208913,,Q,Juan Bautista Torres,R,178,ARG,23.8,6-3 6-2,3,R16,113,0,1,56,35,23,11,9,5,7,0,2,56,37,16,10,8,7,12,378,128,364,133
2026-9452,Concepcion CH,Clay,32,C,20260127,372,144642,2,,Tomas Barrios Vera,R,191,CHI,28.1,106329,,,Thiago Monteiro,L,183,BRA,31.6,6-2 7-5,3,R16,102,3,2,67,44,29,14,10,9,10,3,0,51,24,16,15,10,0,4,107,565,196,304
2026-9452,Concepcion CH,Clay,32,C,20260127,371,126214,1,,Alejandro Tabilo,L,188,CHI,28.6,106380,,Q,Gonzalo Villanueva,R,175,ARG,31.0,7-5 6-4,3,R32,125,3,3,77,42,34,16,11,9,10,1,4,77,43,26,19,11,7,10,79,737,349,144
2026-9452,Concepcion CH,Clay,32,C,20260127,370,207130,,WC,Matias Soto,R,170,CHI,26.7,106044,,,Nicolas Kicker,R,178,ARG,33.4,2-6 6-4 7-6(3),3,R32,170,2,4,98,51,31,25,15,4,9,1,3,101,56,37,23,15,5,9,389,122,258,210
2026-9452,Concepcion CH,Clay,32,C,20260127,369,210510,,,Lautaro Midon,U,,ARG,21.8,210507,,WC,Nicolas Villalon,R,180,CHI,21.9,6-3 2-6 6-4,3,R32,109,1,1,71,33,21,19,13,1,6,0,3,71,47,27,13,14,1,7,232,247,992,18
2026-9452,Concepcion CH,Clay,32,C,20260127,368,209875,7,,Alex Barrena,R,175,ARG,23.2,207799,,Alt,Matheus Pucinelli De Almeida,R,183,BRA,24.8,1-6 7-6(5) 6-4,3,R32,156,5,6,96,46,30,23,14,11,17,1,8,92,49,30,22,15,3,8,190,312,297,180
2026-9452,Concepcion CH,Clay,32,C,20260127,367,202358,3,,Chun Hsin Tseng,R,175,TPE,24.4,144821,,,Genaro Alberto Olivieri,R,175,ARG,27.4,7-6(4) 6-1,3,R32,109,0,2,58,35,28,14,9,1,2,0,2,74,56,31,8,10,3,7,122,498,231,247
2026-9452,Concepcion CH,Clay,32,C,20260127,366,105180,,Q,Daniel Dutra Da Silva,L,173,BRA,37.5,123961,,,Murkel Alejandro Dellien Velasco,R,193,BOL,28.3,6-3 6-1,3,R32,71,1,0,39,20,16,14,8,0,1,2,7,54,30,18,6,8,2,7,344,147,243,228
2026-9452,Concepcion CH,Clay,32,C,20260127,365,106065,,,Marco Cecchinato,R,185,ITA,33.3,127108,,Q,Igor Ribeiro Marcondes,U,,BRA,28.5,6-0 6-3,3,R32,70,1,0,40,25,22,8,7,1,1,2,3,59,40,17,8,8,7,12,230,247,402,118
2026-9452,Concepcion CH,Clay,32,C,20260127,364,208223,8,,Alvaro Guillen Meza,R,175,ECU,23.0,105911,,,Andrea Collarini,L,183,ARG,33.9,6-2 4-6 6-3,3,R32,153,0,5,73,36,25,17,14,1,6,0,1,81,48,24,16,13,1,8,195,305,233,247
2026-9452,Concepcion CH,Clay,32,C,20260127,363,209226,6,,Adolfo Daniel Vallejo,R,183,PAR,21.7,208046,,Alt,Pedro Boscardin Dias,R,180,BRA,22.9,6-2 6-4,3,R32,90,4,2,60,31,24,15,9,0,1,1,6,60,27,20,11,9,7,11,146,428,268,201
2026-9452,Concepcion CH,Clay,32,C,20260127,362,122669,,,Juan Pablo Varillas,R,185,PER,30.2,200335,,,Felipe Meligeni Alves,R,185,BRA,27.9,7-5 6-2,3,R32,94,3,3,61,31,23,17,10,3,5,1,1,64,32,18,16,10,5,10,244,227,225,251
2026-9452,Concepcion CH,Clay,32,C,20260127,361,206307,,,Joao Lucas Reis Da Silva,R,178,BRA,25.8,207663,,Alt,Nikolas Sanchez Izquierdo,R,185,ESP,26.8,6-4 6-2,3,R32,102,3,1,61,42,28,11,9,5,6,0,3,52,34,19,9,9,1,5,207,284,306,176
2026-9452,Concepcion CH,Clay,32,C,20260127,360,105583,4,,Dusan Lajovic,R,183,SRB,35.5,106057,,Q,Facundo Mena,R,183,ARG,33.3,6-2 6-1,3,R32,59,4,1,42,27,23,10,8,3,3,2,6,41,19,11,7,7,1,5,125,497,328,157
2026-9452,Concepcion CH,Clay,32,C,20260127,359,208913,,Q,Juan Bautista Torres,R,178,ARG,23.8,106198,5,,Hugo Dellien,R,180,BOL,32.5,0-6 6-4 6-1,3,R32,120,0,1,75,51,36,7,11,4,8,4,0,82,53,30,15,12,8,13,364,133,137,438
2026-9452,Concepcion CH,Clay,32,C,20260127,358,207815,,Q,Guido Ivan Justo,R,178,ARG,28.0,212603,,WC,Benjamin Torrealba,U,,CHI,20.5,6-2 7-6(4),3,R32,112,2,0,60,41,31,7,10,1,4,3,5,65,35,21,12,10,5,10,378,128,832,31
2026-9452,Concepcion CH,Clay,32,C,20260127,357,106329,,,Thiago Monteiro,L,183,BRA,31.6,207680,,,Facundo Diaz Acosta,L,183,ARG,25.0,6-4 6-4,3,R32,98,3,2,52,28,20,18,10,2,3,4,5,55,28,18,16,10,4,7,196,304,247,224
2026-9452,Concepcion CH,Clay,32,C,20260127,356,144642,2,,Tomas Barrios Vera,R,191,CHI,28.1,208293,,,Gonzalo Bueno,R,173,PER,21.7,3-6 6-2 6-4,3,R32,157,5,4,93,57,33,14,14,7,14,1,4,84,44,23,16,13,11,19,107,565,215,271
2026-9452,Concepcion CH,Clay,32,C,20260127,355,127108,10,,Igor Ribeiro Marcondes,U,,BRA,28.5,106162,1,,Franco Agamenone,R,191,ITA,32.7,6-4 7-5,3,Q2,99,2,2,67,38,30,12,11,5,8,2,1,61,40,24,8,11,1,6,402,118,279,198
2026-9452,Concepcion CH,Clay,32,C,20260127,354,207815,9,,Guido Ivan Justo,R,178,ARG,28.0,207736,,Alt,Arklon Huertas Del Pino,R,183,PER,31.5,6-1 3-0 RET,3,Q2,49,2,0,31,22,16,7,5,1,1,0,1,30,17,7,3,5,4,8,378,128,889,25
2026-9452,Concepcion CH,Clay,32,C,20260127,353,106057,3,,Facundo Mena,R,183,ARG,33.3,126183,11,,Mariano Kestelboim,R,185,ARG,29.9,6-4 6-4,3,Q2,82,5,4,57,31,20,14,10,0,2,2,3,59,36,23,9,10,2,6,328,157,413,115
2026-9452,Concepcion CH,Clay,32,C,20260127,352,208913,8,,Juan Bautista Torres,R,178,ARG,23.8,206589,4,,Gabi Adrian Boitan,R,185,ROU,26.5,6-2 6-2,3,Q2,88,1,2,65,48,30,9,8,5,6,3,3,51,31,17,5,8,5,10,364,133,331,157
2026-9452,Concepcion CH,Clay,32,C,20260127,351,105180,5,,Daniel Dutra Da Silva,L,173,BRA,37.5,208364,7,,Franco Roncadelli,L,185,URU,25.9,6-1 3-6 6-4,3,Q2,135,4,6,74,37,22,19,13,4,9,0,5,88,69,40,2,13,9,16,344,147,351,141
2026-9452,Concepcion CH,Clay,32,C,20260127,350,106380,6,,Gonzalo Villanueva,R,175,ARG,31.0,211661,,,Juan Estevez,R,170,ARG,20.3,7-6(5) 6-0,3,Q2,103,1,1,70,47,31,13,9,4,5,1,2,61,31,20,12,9,3,7,349,144,455,99
2026-9452,Concepcion CH,Clay,32,C,20260127,349,106162,1,,Franco Agamenone,R,191,ITA,32.7,214207,,WC,Thomas Enrique Menzel Piccioli,U,,CHI,18.5,6-0 6-1,3,Q1,61,0,1,32,14,13,11,6,0,0,1,4,38,23,8,3,7,3,9,279,198,2097,1
2026-9452,Concepcion CH,Clay,32,C,20260127,348,127108,10,,Igor Ribeiro Marcondes,U,,BRA,28.5,208927,,WC,Milledge Cossu,R,,USA,24.1,6-3 7-6(2),3,Q1,96,5,3,65,45,33,14,11,0,1,6,2,76,47,30,13,10,4,6,402,118,,
2026-9452,Concepcion CH,Clay,32,C,20260127,346,207815,9,,Guido Ivan Justo,R,178,ARG,28.0,138485,,Alt,Conner Huertas Del Pino,R,188,PER,30.0,6-1 3-6 6-1,3,Q1,115,1,2,74,46,31,17,12,3,5,1,4,62,30,18,13,11,2,7,378,128,733,42
2026-9452,Concepcion CH,Clay,32,C,20260127,345,106057,3,,Facundo Mena,R,183,ARG,33.3,212051,,Alt,Joaquin  Aguilar Cardozo ,U,,URU,20.7,6-7(6) 6-3 6-2,3,Q1,166,10,9,113,56,46,28,15,5,6,3,4,97,59,38,19,14,6,10,328,157,591,64
2026-9452,Concepcion CH,Clay,32,C,20260127,344,126183,11,,Mariano Kestelboim,R,185,ARG,29.9,127123,,,Mateus Alves,R,193,BRA,24.9,6-4 4-6 6-2,3,Q1,139,4,8,103,56,41,25,14,6,7,5,5,85,50,36,18,14,12,15,413,115,461,97
2026-9452,Concepcion CH,Clay,32,C,20260127,343,206589,4,,Gabi Adrian Boitan,R,185,ROU,26.5,210214,,,Joao Eduardo Schiessl,L,180,BRA,21.4,4-6 6-4 7-6(4),3,Q1,185,2,10,108,64,48,19,16,6,10,13,5,116,71,49,19,16,5,9,331,157,492,88
2026-9452,Concepcion CH,Clay,32,C,20260127,342,208913,8,,Juan Bautista Torres,R,178,ARG,23.8,208063,,Alt,Paulo Andre Saraiva Dos Santos,R,180,BRA,25.5,6-2 6-1,3,Q1,79,0,0,41,28,20,10,7,1,1,0,1,59,39,21,8,8,1,6,364,133,568,69
2026-9452,Concepcion CH,Clay,32,C,20260127,341,105180,5,,Daniel Dutra Da Silva,L,173,BRA,37.5,200495,,,Eduardo Ribeiro,R,178,BRA,27.8,6-3 3-6 7-6(5),3,Q1,156,4,6,110,56,43,23,15,11,15,3,2,100,62,41,19,15,8,12,344,147,462,96
2026-9452,Concepcion CH,Clay,32,C,20260127,340,208364,7,,Franco Roncadelli,L,185,URU,25.9,214016,,WC,Bautista De La Pena,U,,BRA,16.5,6-3 6-4,3,Q1,94,1,3,66,44,31,10,10,8,10,0,5,64,34,19,14,9,5,9,351,141,1565,3
2026-9452,Concepcion CH,Clay,32,C,20260127,339,106380,6,,Gonzalo Villanueva,R,175,ARG,31.0,207502,,Alt,Stefan Palosi,R,180,ROU,25.9,6-2 7-5,3,Q1,89,1,0,56,42,28,9,10,1,3,1,0,57,41,19,8,10,2,7,349,144,484,90
2026-9452,Concepcion CH,Clay,32,C,20260127,338,211661,,,Juan Estevez,R,170,ARG,20.3,210377,12,,Luciano Emanuel Ambrogi,R,188,ARG,22.1,6-2 7-6(2),3,Q1,106,1,1,62,38,26,16,10,1,3,2,2,68,35,24,12,10,3,7,455,99,437,107
2026-9635,Manama CH,Hard,32,C,20260127,385,208021,,,Kyrian Jacquet,R,178,FRA,24.6,208134,7,,Luca Nardi,R,185,ITA,22.4,7-5 3-6 6-4,3,F,133,4,1,113,65,38,28,16,8,13,4,2,87,55,33,19,15,4,9,128,477,108,561
2026-9635,Manama CH,Hard,32,C,20260127,384,208134,7,,Luca Nardi,R,185,ITA,22.4,202261,,,Otto Virtanen,R,193,FIN,24.5,7-6(6) 6-2,3,SF,110,3,1,85,62,40,11,10,7,9,5,5,80,46,30,15,10,7,11,108,561,126,488
2026-9635,Manama CH,Hard,32,C,20260127,383,208021,,,Kyrian Jacquet,R,178,FRA,24.6,208233,2,WC,Mattia Bellucci,L,175,ITA,24.6,6-7(9) 6-4 7-6(6),3,SF,174,6,2,116,70,54,28,17,2,3,1,5,121,73,56,27,17,4,6,128,477,76,758
2026-9635,Manama CH,Hard,32,C,20260127,382,208134,7,,Luca Nardi,R,185,ITA,22.4,200259,,,Ugo Blanchet,R,175,FRA,27.0,6-4 6-4,3,QF,78,2,1,54,34,21,15,10,1,3,1,2,61,29,21,14,10,3,7,108,561,142,435
2026-9635,Manama CH,Hard,32,C,20260127,381,202261,,,Otto Virtanen,R,193,FIN,24.5,105882,,,Stefano Travaglia,R,185,ITA,34.0,6-4 7-5,3,QF,80,7,1,56,35,25,11,11,0,3,1,1,64,45,25,9,11,2,7,126,488,191,308
2026-9635,Manama CH,Hard,32,C,20260127,380,208021,,,Kyrian Jacquet,R,178,FRA,24.6,207985,3,,Jacob Fearnley,R,183,GBR,24.5,7-6(4) 1-6 6-3,3,QF,129,4,3,93,51,36,20,14,5,9,6,6,91,54,37,18,14,3,6,128,477,77,752
2026-9635,Manama CH,Hard,32,C,20260127,379,208233,2,WC,Mattia Bellucci,L,175,ITA,24.6,202058,6,,Thiago Agustin Tirante,R,185,ARG,24.7,6-4 6-4,3,QF,93,6,0,51,33,28,14,10,0,0,8,2,69,43,30,11,10,4,6,76,758,103,605
2026-9635,Manama CH,Hard,32,C,20260127,378,200259,,,Ugo Blanchet,R,175,FRA,27.0,126409,,,Hugo Grenier,R,196,FRA,29.8,7-6(5) 6-4,3,R16,111,7,4,75,37,28,20,11,10,13,7,3,78,48,31,14,11,8,12,142,435,179,327
2026-9635,Manama CH,Hard,32,C,20260127,377,208134,7,,Luca Nardi,R,185,ITA,22.4,149282,,,Nicolai Budkov Kjaer,R,188,NOR,19.3,6-3 6-0,3,R16,52,2,0,34,23,20,5,7,0,1,0,0,42,25,13,4,8,3,9,108,561,135,446
2026-9635,Manama CH,Hard,32,C,20260127,376,202261,,,Otto Virtanen,R,193,FIN,24.5,105841,,,Lorenzo Giustino,R,180,ITA,34.3,7-6(4) 6-3,3,R16,99,5,2,67,47,39,10,11,3,3,2,3,78,43,27,20,10,7,8,126,488,211,279
2026-9635,Manama CH,Hard,32,C,20260127,375,105882,,,Stefano Travaglia,R,185,ITA,34.0,209409,,,Coleman Wong,R,191,HKG,21.6,6-7(4) 6-3 6-4,3,R16,133,5,4,114,69,52,23,16,3,4,9,1,96,65,46,16,15,2,5,191,308,132,456
2026-9635,Manama CH,Hard,32,C,20260127,374,208021,,,Kyrian Jacquet,R,178,FRA,24.6,105870,5,,Yannick Hanfmann,R,193,GER,34.1,6-3 7-6(3),3,R16,87,8,3,63,41,33,14,11,2,3,6,1,63,40,27,12,10,4,6,128,477,102,611
2026-9635,Manama CH,Hard,32,C,20260127,373,207985,3,,Jacob Fearnley,R,183,GBR,24.5,209931,,Q,Lukas Pokorny,R,191,SVK,23.8,3-6 6-4 6-1,3,R16,113,3,2,81,49,32,20,13,10,13,11,1,93,57,38,12,13,9,14,77,752,522,79
2026-9635,Manama CH,Hard,32,C,20260127,372,202058,6,,Thiago Agustin Tirante,R,185,ARG,24.7,212082,,,Joel Schwaerzler,L,188,AUT,19.9,3-6 6-2 6-3,3,R16,128,9,0,80,47,33,22,13,5,7,6,4,103,67,44,14,13,12,16,103,605,245,225
2026-9635,Manama CH,Hard,32,C,20260127,371,208233,2,WC,Mattia Bellucci,L,175,ITA,24.6,210220,,Q,Edas Butvilas,R,191,LTU,21.4,6-4 7-5,3,R16,107,4,2,65,38,30,18,11,3,3,4,1,71,45,29,16,11,7,9,76,758,277,199
2026-9635,Manama CH,Hard,32,C,20260127,370,200259,,,Ugo Blanchet,R,175,FRA,27.0,200615,1,WC,Alexei Popyrin,R,196,AUS,26.4,6-3 7-6(6),3,R32,100,7,0,74,36,28,26,11,4,4,10,3,59,28,23,19,10,0,1,142,435,50,1000
2026-9635,Manama CH,Hard,32,C,20260127,369,126409,,,Hugo Grenier,R,196,FRA,29.8,202320,,LL,Beibit Zhukayev,R,198,KAZ,25.2,6-7(5) 6-2 6-1,3,R32,119,14,0,83,57,43,15,14,1,3,5,3,80,45,28,16,13,3,9,179,327,261,207
2026-9635,Manama CH,Hard,32,C,20260127,368,149282,,,Nicolai Budkov Kjaer,R,188,NOR,19.3,106220,,Q,Dimitar Kuzmanov,R,183,BUL,32.4,5-7 6-1 7-5,3,R32,139,7,6,95,59,42,21,16,5,8,5,2,94,59,37,18,15,7,12,135,446,266,202
2026-9635,Manama CH,Hard,32,C,20260127,367,208134,7,,Luca Nardi,R,185,ITA,22.4,210202,,,Rodrigo Pacheco Mendez,L,188,MEX,20.7,7-6(5) 7-6(1),3,R32,124,5,1,91,64,45,13,12,7,9,2,3,103,80,51,9,12,15,17,108,561,234,247
2026-9635,Manama CH,Hard,32,C,20260127,366,105841,,,Lorenzo Giustino,R,180,ITA,34.3,209209,4,,Filip Misolic,R,180,AUT,24.4,7-6(5) 7-6(4),3,R32,135,6,4,91,63,42,12,12,6,9,3,3,83,59,37,13,12,6,9,211,279,84,725
2026-9635,Manama CH,Hard,32,C,20260127,365,202261,,,Otto Virtanen,R,193,FIN,24.5,111190,,WC,Zhizhen Zhang,R,193,CHN,29.2,4-6 7-6(12) 7-6(5),3,R32,181,7,6,130,75,50,30,17,4,8,6,0,127,85,60,23,17,6,9,126,488,368,130
2026-9635,Manama CH,Hard,32,C,20260127,364,209409,,,Coleman Wong,R,191,HKG,21.6,126106,,,Ryan Peniston,L,180,GBR,30.1,6-3 6-2,3,R32,75,6,0,52,33,23,14,9,2,3,0,5,58,37,20,9,8,8,12,132,456,219,260
2026-9635,Manama CH,Hard,32,C,20260127,363,105882,,,Stefano Travaglia,R,185,ITA,34.0,208278,8,,Shintaro Mochizuki,R,175,JPN,22.6,6-3 7-6(1),3,R32,107,3,0,68,45,36,13,10,4,4,0,7,84,43,29,20,11,3,5,191,308,112,547
2026-9635,Manama CH,Hard,32,C,20260127,362,105870,5,,Yannick Hanfmann,R,193,GER,34.1,211768,,Q,Manas Dhamne,R,188,IND,18.0,6-3 6-2,3,R32,78,11,2,49,29,19,13,8,1,2,1,4,62,36,18,12,9,4,9,102,611,502,86
2026-9635,Manama CH,Hard,32,C,20260127,361,208021,,,Kyrian Jacquet,R,178,FRA,24.6,106331,,,Christopher Oconnell,R,183,AUS,31.6,6-3 6-1,3,R32,58,8,1,40,21,20,12,8,0,0,3,2,48,33,21,3,8,3,7,128,477,118,521
2026-9635,Manama CH,Hard,32,C,20260127,360,209931,,Q,Lukas Pokorny,R,191,SVK,23.8,209911,,,Guy Den Ouden,R,183,NED,23.7,6-4 7-5,3,R32,77,10,1,73,46,34,18,11,3,3,2,2,59,40,32,9,11,0,2,522,79,160,372
2026-9635,Manama CH,Hard,32,C,20260127,359,207985,3,,Jacob Fearnley,R,183,GBR,24.5,209903,,,Lukas Neumayer,R,183,AUT,23.3,6-3 7-6(4),3,R32,107,8,1,70,48,33,13,11,3,5,2,4,81,53,31,13,10,7,10,77,752,226,251
2026-9635,Manama CH,Hard,32,C,20260127,358,202058,6,,Thiago Agustin Tirante,R,185,ARG,24.7,144972,,,Geoffrey Blancaneaux,R,180,FRA,27.4,6-3 6-3,3,R32,99,8,2,54,34,28,11,9,1,1,4,2,68,42,26,11,9,5,8,103,605,256,212
2026-9635,Manama CH,Hard,32,C,20260127,357,212082,,,Joel Schwaerzler,L,188,AUT,19.9,134068,,Q,Vadym Ursu,R,183,UKR,29.0,7-6(5) 6-4,3,R32,92,3,4,67,37,31,14,11,2,4,2,4,64,49,30,7,11,2,5,245,225,430,109
2026-9635,Manama CH,Hard,32,C,20260127,356,210220,,Q,Edas Butvilas,R,191,LTU,21.4,211617,,NG,Maxim Mrva,U,,CZE,18.4,6-2 6-2,3,R32,68,3,1,53,29,21,13,8,1,2,0,2,44,23,13,9,8,0,5,277,199,348,144
2026-9635,Manama CH,Hard,32,C,20260127,355,208233,2,WC,Mattia Bellucci,L,175,ITA,24.6,207129,,Q,Yanki Erel,L,178,TUR,25.3,6-4 6-4,3,R32,85,8,3,62,33,26,16,10,2,2,2,2,55,39,30,5,10,0,2,76,758,451,101
2026-9635,Manama CH,Hard,32,C,20260127,354,211768,,,Manas Dhamne,R,188,IND,18.0,126340,7,,Viktor Durasovic,R,185,NOR,28.8,7-6(6) 4-6 6-3,3,Q2,160,1,3,98,61,31,27,15,5,9,7,5,109,61,38,24,16,6,11,502,86,329,157
2026-9635,Manama CH,Hard,32,C,20260127,353,134068,,,Vadym Ursu,R,183,UKR,29.0,202320,2,,Beibit Zhukayev,R,198,KAZ,25.2,6-3 6-0,3,Q2,66,6,3,46,33,23,8,7,3,4,6,3,58,33,20,5,8,6,12,430,109,261,207
2026-9635,Manama CH,Hard,32,C,20260127,352,106220,3,,Dimitar Kuzmanov,R,183,BUL,32.4,200672,8,,Sergey Fomin,R,180,UZB,24.9,1-6 6-3 6-1,3,Q2,121,8,1,85,61,37,13,12,5,9,2,0,71,50,26,11,11,7,12,266,202,338,151
2026-9635,Manama CH,Hard,32,C,20260127,351,210220,4,,Edas Butvilas,R,191,LTU,21.4,207368,10,,Mert Alkaya,U,,TUR,25.5,6-4 1-6 7-6(5),3,Q2,159,5,4,108,70,49,18,14,10,13,7,2,112,61,41,28,15,13,15,277,199,392,121
2026-9635,Manama CH,Hard,32,C,20260127,350,207129,,,Yanki Erel,L,178,TUR,25.3,210558,5,,Hynek Barton,R,183,CZE,21.7,7-5 6-2,3,Q2,102,3,2,65,39,29,13,10,4,6,3,1,76,44,28,11,10,4,9,451,101,288,187
2026-9635,Manama CH,Hard,32,C,20260127,349,209931,,,Lukas Pokorny,R,191,SVK,23.8,207484,12,Alt,Neil Oberleitner,R,193,AUT,26.4,6-3 6-3,3,Q2,64,10,1,42,24,22,14,9,0,0,3,2,61,38,27,8,9,2,5,522,79,424,111
2026-9635,Manama CH,Hard,32,C,20260127,348,211768,,,Manas Dhamne,R,188,IND,18.0,133975,1,,Benjamin Hassan,R,183,LBN,30.9,6-7(5) 6-4 6-3,3,Q1,152,1,0,104,64,45,18,15,8,12,8,2,103,61,36,20,16,7,14,502,86,259,208
2026-9635,Manama CH,Hard,32,C,20260127,347,126340,7,,Viktor Durasovic,R,185,NOR,28.8,208240,,,Alexandr Binda,R,175,ITA,24.3,6-3 6-3,3,Q1,72,6,3,56,36,27,14,9,4,4,2,1,50,35,22,7,9,1,4,329,157,448,103
2026-9635,Manama CH,Hard,32,C,20260127,346,202320,2,,Beibit Zhukayev,R,198,KAZ,25.2,209403,,,Faris Zakaryia,R,185,EGY,24.6,7-5 6-4,3,Q1,98,5,2,76,48,39,11,11,7,8,2,6,70,37,26,14,11,3,6,261,207,542,75
2026-9635,Manama CH,Hard,32,C,20260127,345,134068,,,Vadym Ursu,R,183,UKR,29.0,207834,11,,Juan Alejandro Hernandez Serrano,R,175,MEX,26.5,6-3 2-6 6-2,3,Q1,116,12,3,81,54,37,11,13,4,8,1,2,89,68,43,6,12,5,10,430,109,415,115
2026-9635,Manama CH,Hard,32,C,20260127,344,106220,3,,Dimitar Kuzmanov,R,183,BUL,32.4,202065,,WC,Petros Tsitsipas,R,185,GRE,25.4,6-3 7-5,3,Q1,85,4,0,59,51,39,5,11,1,2,2,4,57,32,22,10,10,3,6,266,202,829,31
2026-9635,Manama CH,Hard,32,C,20260127,343,200672,8,,Sergey Fomin,R,180,UZB,24.9,212696,,WC,Enrico Baldisserri,U,,ITA,21.9,6-1 6-2,3,Q1,56,4,1,48,36,27,7,8,1,1,3,0,44,32,15,4,7,2,6,338,151,,
2026-9635,Manama CH,Hard,32,C,20260127,342,210220,4,,Edas Butvilas,R,191,LTU,21.4,208012,,WC,Elyas Abdulnabi,U,,BRN,26.3,6-1 6-2,3,Q1,60,6,2,48,28,23,12,8,5,5,0,5,48,22,14,9,7,5,9,277,199,,
2026-9635,Manama CH,Hard,32,C,20260127,341,207368,10,,Mert Alkaya,U,,TUR,25.5,208216,,WC,Alberto Bronzetti,U,,ITA,27.7,6-2 0-0 RET,3,Q1,45,1,1,42,19,8,13,4,7,9,0,1,25,14,5,2,4,2,6,392,121,1077,13
2026-9635,Manama CH,Hard,32,C,20260127,340,210558,5,,Hynek Barton,R,183,CZE,21.7,209898,,,Dali Blanch,R,185,USA,22.8,0-6 6-3 6-3,3,Q1,112,2,2,68,44,29,15,12,2,5,5,3,83,47,31,19,12,6,9,288,187,453,100
2026-9635,Manama CH,Hard,32,C,20260127,339,207129,,,Yanki Erel,L,178,TUR,25.3,208230,9,,Alibek Kachmazov,R,185,RUS,23.4,6-4 6-3,3,Q1,93,0,4,62,33,22,16,10,2,4,4,0,66,37,20,16,9,3,7,451,101,369,130
2026-9635,Manama CH,Hard,32,C,20260127,338,209931,,,Lukas Pokorny,R,191,SVK,23.8,208182,6,,Saba Purtseladze,R,191,GEO,24.4,7-6(4) 6-2,3,Q1,99,16,2,71,41,34,13,10,7,9,6,6,72,37,23,15,10,3,7,522,79,292,185
2026-9635,Manama CH,Hard,32,C,20260127,337,207484,12,Alt,Neil Oberleitner,R,193,AUT,26.4,105430,,,Radu Albot,R,175,MDA,36.1,6-1 6-4,3,Q1,72,3,1,59,39,28,12,9,6,6,0,0,50,35,20,9,8,2,5,424,111,432,108
2026-6239,Quimper CH,Hard,32,C,20260127,385,209414,,,Luca Van Assche,R,178,FRA,21.6,200329,,Alt,Remy Bertola,R,175,SUI,27.3,3-6 6-1 7-5,3,F,123,9,2,77,46,37,19,14,1,2,3,3,87,48,34,21,14,1,4,165,352,254,214
2026-6239,Quimper CH,Hard,32,C,20260127,384,209414,,,Luca Van Assche,R,178,FRA,21.6,209849,,,Sascha Gueymard Wayenburg,R,188,FRA,22.4,6-4 5-7 7-6(1),3,SF,173,5,2,101,66,44,17,17,3,8,20,2,114,70,51,14,17,6,11,165,352,199,298
2026-6239,Quimper CH,Hard,32,C,20260127,383,200329,,Alt,Remy Bertola,R,175,SUI,27.3,144817,,,Marc Andrea Huesler,L,196,SUI,29.5,6-1 6-4,3,SF,56,8,1,46,30,27,9,9,0,0,0,1,44,23,17,10,8,4,7,254,214,253,216
2026-6239,Quimper CH,Hard,32,C,20260127,382,209414,,,Luca Van Assche,R,178,FRA,21.6,208169,,,Titouan Droguet,R,191,FRA,24.5,6-4 6-4,3,QF,92,4,0,53,32,24,16,10,2,3,5,0,63,32,19,18,10,4,7,165,352,155,404
2026-6239,Quimper CH,Hard,32,C,20260127,381,209849,,,Sascha Gueymard Wayenburg,R,188,FRA,22.4,126127,7,,Benjamin Bonzi,R,183,FRA,29.6,6-2 6-7(3) 7-5,3,QF,131,19,0,84,58,54,15,16,1,1,4,3,108,68,45,26,16,4,7,199,298,106,566
2026-6239,Quimper CH,Hard,32,C,20260127,380,144817,,,Marc Andrea Huesler,L,196,SUI,29.5,212225,,WC,Thomas Faurel,U,,FRA,19.9,6-3 6-2,3,QF,52,6,1,46,32,28,8,9,0,0,2,2,45,25,16,9,8,3,6,253,216,517,81
2026-6239,Quimper CH,Hard,32,C,20260127,379,200329,,Alt,Remy Bertola,R,175,SUI,27.3,111456,8,,Mackenzie Mcdonald,R,178,USA,30.7,4-1 RET,3,QF,25,4,0,20,12,9,5,3,0,0,2,0,9,6,3,1,2,0,1,254,214,113,546
